cluster_id	dup_class4	chrom	n_members	members	elem_win	elem_body	elem_flank	elem_per_kb_window	elem_per_kb_body	elem_per_kb_flank	obs_exp_window
clust0045	clustered_cis_ohnolog	chr14	3	SIX6,SIX1,SIX4	6	3	3	0.014450693031153287	0.01394019655677145	0.015	0.48078706869741517
clust0077	clustered_cis_ohnolog	chr14	3	FOS,JDP2,BATF	63	40	23	0.1345673659185718	0.14916078413824224	0.115	4.477172773848557
clust0046	clustered_cis_ohnolog	chr16	3	IRX3,IRX5,IRX6	5	5	0	0.004008170254246255	0.004773488427154657	0.0	0.13335529467166554
clust0012	clustered_cis_ohnolog	chr16	2	ZNF469,ZFPM1	29	15	14	0.08190424546419937	0.09735707980684355	0.07	2.725025160088342
clust0057	clustered_cis_ohnolog	chr17	2	THRA,NR1D1	42	13	29	0.17333955154581734	0.30733587082436936	0.145	5.767156959003428
clust0067	clustered_cis_ohnolog	chr17	3	STAT5B,STAT5A,STAT3	55	31	24	0.14124583966799523	0.16368167610036327	0.12	4.699371377779574
clust0013	clustered_cis_ohnolog	chr17	2	SP6,SP2	37	9	28	0.13025921583952066	0.10708039357993551	0.14	4.333836890680176
clust0047	clustered_cis_ohnolog	chr17	2	DLX4,DLX3	24	1	23	0.10589668013907765	0.03754317465084848	0.115	3.523274234605451
clust0070	clustered_cis_ohnolog	chr17	2	TBX2,TBX4	2	2	0	0.007010975682430845	0.023455733167579488	0.0	0.23326123112558905
clust0056	clustered_cis_ohnolog	chr19	2	MEF2B,BORCS8-MEF2B	26	10	16	0.10543774914737358	0.21463372754394625	0.08	3.508005203164529
clust0017	clustered_cis_ohnolog	chr19	3	ZNF536,TSHZ3,ZNF507	19	17	2	0.008041388603913364	0.00786026846978143	0.01	0.26754396116486817
clust0078	clustered_cis_ohnolog	chr19	2	CEBPA,CEBPG	18	4	14	0.0636600271616116	0.048337200309358085	0.07	2.118024221139128
clust0048	clustered_cis_ohnolog	chr19	2	TPRX1,CRX	13	0	13	0.053697263091805794	0.0	0.065	1.7865544346784037
clust0049	clustered_cis_ohnolog	chr2	2	SIX3,SIX2	1	1	0	0.003734827264239029	0.014760147601476014	0.0	0.12426093673109882
clust0050	clustered_cis_ohnolog	chr2	2	DLX1,DLX2	7	3	4	0.03208654198753209	0.16519823788546256	0.02	1.0675470327661438
clust0068	clustered_cis_ohnolog	chr2	2	STAT1,STAT4	51	35	16	0.11508882149046794	0.14395235588312713	0.08	3.829104736011827
clust0051	clustered_cis_ohnolog	chr20	2	NKX2-4,NKX2-2	21	5	16	0.06589289580450519	0.04212335402994128	0.08	2.1923136941276433
clust0021	clustered_cis_ohnolog	chr20	4	SALL4,ZFP64,TSHZ2,ZNF217	61	47	14	0.030085185462838383	0.02571712475979111	0.07	1.0009601683955887
clust0033	clustered_cis_ohnolog	chr21	2	ERG,ETS2	18	9	9	0.027910092289371836	0.020227991944764098	0.045	0.9285929352974762
clust0022	clustered_cis_ohnolog	chr22	2	ZNF280B,ZNF280A	3	1	2	0.012720003052800733	0.027894780886496138	0.01	0.42320551466936523
clust0058	clustered_cis_ohnolog	chr3	3	NR1D2,THRB,RARB	21	11	10	0.011335139038974526	0.006655992874457083	0.05	0.37712988990059937
clust0023	clustered_cis_ohnolog	chr3	4	ZNF660,ZNF35,ZNF502,ZNF501	10	5	5	0.027866020174998604	0.03147425406017877	0.025	0.9271266178942124
clust0024	clustered_cis_ohnolog	chr3	2	ZIC4,ZIC1	0	0	0	0.0	0.0	0.0	0.0
clust0052	clustered_cis_ohnolog	chr5	3	IRX4,IRX2,IRX1	6	0	6	0.003118519327023529	0.0	0.03	0.10375583805451703
clust0036	clustered_cis_ohnolog	chr6	3	FOXQ1,FOXF2,FOXC1	6	6	0	0.011956978790312456	0.019880781579793175	0.0	0.397819036822533
clust0001	clustered_cis_ohnolog	chr6	2	TFAP2D,TFAP2B	0	0	0	0.0	0.0	0.0	0.0
clust0025	clustered_cis_ohnolog	chr7	2	SP8,SP4	13	13	0	0.013940375939768997	0.01774639850493418	0.0	0.46380837722954565
clust0053	clustered_cis_ohnolog	chr7	2	DLX6,DLX5	5	0	5	0.022789737325487586	0.0	0.025	0.7582342923957872
clust0054	clustered_cis_ohnolog	chr8	2	NKX3-1,NKX2-6	7	3	4	0.030693811689080457	0.10691756655618517	0.02	1.0212096898971843
clust0028	clustered_cis_ohnolog	chr8	4	ZFP41,AC138696.1,GLI4,ZNF696	27	11	16	0.10666413833153585	0.20703544070316765	0.08	3.5488082331413224
clust0059	clustered_cis_ohnolog	chr9	2	NR5A1,NR6A1	17	1	16	0.03468856807631485	0.0034473842971645264	0.08	1.1541186935995085
