cluster_id	dup_class4	chrom	n_members	members	n_pair_enh_elem	ctcf_mean_pair_enh	ctcf_max_pair_enh	n_pair_prom_elem	ctcf_mean_pair_prom	n_shared_enh	ctcf_mean_shared_enh	n_win_elem	ctcf_mean_window
clust0032	clustered_cis_ohnolog	chr11	2	ETS1,FLI1	43	2.0156232558139537	18.7662	2	1.1684999999999999	0	nan	56	1.845273214285714
clust0007	clustered_cis_ohnolog	chr12	2	SP7,SP1	18	7.775194444444444	32.5234	1	1.4738	0	nan	46	8.407139130434782
clust0076	clustered_cis_ohnolog	chr12	2	AC023509.3,ATF7	15	5.487326666666666	38.1399	1	0.7959	0	nan	33	8.251939393939395
clust0071	clustered_cis_ohnolog	chr12	2	MYF6,MYF5	0	nan	nan	0	nan	0	nan	0	nan
clust0069	clustered_cis_ohnolog	chr12	2	TBX5,TBX3	0	nan	nan	0	nan	0	nan	2	18.7105
clust0043	clustered_cis_ohnolog	chr13	3	GSX1,PDX1,CDX2	0	nan	nan	0	nan	0	nan	0	nan
clust0008	clustered_cis_ohnolog	chr13	2	KLF5,KLF12	41	3.4063024390243903	21.9058	2	2.7150499999999997	0	nan	51	3.073558823529411
clust0009	clustered_cis_ohnolog	chr13	2	ZIC5,ZIC2	0	nan	nan	0	nan	0	nan	0	nan
clust0044	clustered_cis_ohnolog	chr14	2	NKX2-1,NKX2-8	0	nan	nan	0	nan	0	nan	6	10.404416666666668
clust0045	clustered_cis_ohnolog	chr14	3	SIX6,SIX1,SIX4	0	nan	nan	0	nan	0	nan	6	2.6839999999999997
clust0077	clustered_cis_ohnolog	chr14	3	FOS,JDP2,BATF	50	3.7872419999999996	29.3326	3	1.9252000000000002	10	1.8949699999999996	63	4.271187301587302
clust0046	clustered_cis_ohnolog	chr16	3	IRX3,IRX5,IRX6	5	2.05482	8.7129	1	1.5308	0	nan	5	0.6184000000000001
clust0012	clustered_cis_ohnolog	chr16	2	ZNF469,ZFPM1	15	4.2444733333333335	25.2389	1	0.0	0	nan	29	3.8562862068965518
clust0057	clustered_cis_ohnolog	chr17	2	THRA,NR1D1	26	11.591661538461539	39.002	2	2.7123999999999997	14	7.872914285714287	42	8.818190476190477
clust0067	clustered_cis_ohnolog	chr17	3	STAT5B,STAT5A,STAT3	33	4.851430303030304	49.5261	3	1.7954999999999999	17	2.5703823529411767	55	5.618552727272728
clust0013	clustered_cis_ohnolog	chr17	2	SP6,SP2	13	14.139807692307695	39.1955	1	4.828	0	nan	37	10.657764864864864
clust0047	clustered_cis_ohnolog	chr17	2	DLX4,DLX3	11	14.693545454545454	45.4703	1	1.424	0	nan	24	14.177670833333332
clust0070	clustered_cis_ohnolog	chr17	2	TBX2,TBX4	0	nan	nan	0	nan	0	nan	2	10.66725
clust0056	clustered_cis_ohnolog	chr19	2	MEF2B,BORCS8-MEF2B	13	18.43459230769231	50.1439	1	2.9197	0	nan	26	13.300011538461536
clust0017	clustered_cis_ohnolog	chr19	3	ZNF536,TSHZ3,ZNF507	22	4.997527272727273	23.2389	2	2.3552	1	1.2813	19	5.246994736842105
clust0078	clustered_cis_ohnolog	chr19	2	CEBPA,CEBPG	21	7.950161904761904	36.2522	2	3.5947	10	10.238319999999998	18	9.92828888888889
clust0048	clustered_cis_ohnolog	chr19	2	TPRX1,CRX	0	nan	nan	0	nan	0	nan	13	13.79883846153846
clust0049	clustered_cis_ohnolog	chr2	2	SIX3,SIX2	0	nan	nan	0	nan	0	nan	1	36.822
clust0050	clustered_cis_ohnolog	chr2	2	DLX1,DLX2	0	nan	nan	0	nan	0	nan	7	5.621314285714285
clust0068	clustered_cis_ohnolog	chr2	2	STAT1,STAT4	37	4.6816810810810825	29.9171	2	3.02995	3	1.4779	51	4.399854901960784
clust0051	clustered_cis_ohnolog	chr20	2	NKX2-4,NKX2-2	0	nan	nan	0	nan	0	nan	21	7.081780952380952
clust0021	clustered_cis_ohnolog	chr20	4	SALL4,ZFP64,TSHZ2,ZNF217	55	4.22059090909091	27.6966	3	8.670233333333334	0	nan	61	4.154516393442623
clust0033	clustered_cis_ohnolog	chr21	2	ERG,ETS2	9	6.3308888888888895	29.4833	1	5.6699	0	nan	18	5.987011111111112
clust0022	clustered_cis_ohnolog	chr22	2	ZNF280B,ZNF280A	9	11.83693333333333	34.9764	1	12.2387	0	nan	3	20.130166666666664
clust0058	clustered_cis_ohnolog	chr3	3	NR1D2,THRB,RARB	11	5.260909090909092	24.1434	1	1.0155	0	nan	21	9.557333333333332
clust0023	clustered_cis_ohnolog	chr3	4	ZNF660,ZNF35,ZNF502,ZNF501	11	5.295545454545455	22.1769	2	3.0158500000000004	6	8.893816666666666	10	3.3867900000000004
clust0024	clustered_cis_ohnolog	chr3	2	ZIC4,ZIC1	0	nan	nan	0	nan	0	nan	0	nan
clust0052	clustered_cis_ohnolog	chr5	3	IRX4,IRX2,IRX1	0	nan	nan	0	nan	0	nan	6	2.35935
clust0036	clustered_cis_ohnolog	chr6	3	FOXQ1,FOXF2,FOXC1	0	nan	nan	0	nan	0	nan	6	21.34443333333333
clust0001	clustered_cis_ohnolog	chr6	2	TFAP2D,TFAP2B	0	nan	nan	0	nan	0	nan	0	nan
clust0025	clustered_cis_ohnolog	chr7	2	SP8,SP4	15	4.690553333333333	35.4591	1	2.9431	0	nan	13	2.588653846153846
clust0053	clustered_cis_ohnolog	chr7	2	DLX6,DLX5	0	nan	nan	0	nan	0	nan	5	10.004860000000003
clust0054	clustered_cis_ohnolog	chr8	2	NKX3-1,NKX2-6	16	11.16250625	43.5951	1	1.114	0	nan	7	8.07577142857143
clust0028	clustered_cis_ohnolog	chr8	4	ZFP41,AC138696.1,GLI4,ZNF696	23	7.591147826086958	31.4955	3	3.478533333333333	13	10.054853846153845	27	7.3621888888888884
clust0059	clustered_cis_ohnolog	chr9	2	NR5A1,NR6A1	0	nan	nan	0	nan	0	nan	17	10.889623529411764
