cluster_id	dup_class4	chrom	n_members	members	n_links_total	n_distinct_elem_total	n_enhancer_elem_min	n_enhancer_elem_max	n_enhancer_elem_sum	n_shared_enhancer_any	n_shared_enhancer_in_window	shared_frac	mean_open_enh	per_member
clust0014	clustered_SSD_tandem	chr18	2	ZNF516,ZNF236	33	31	12	19	31	2	2	0.06451612903225806	8.650027412280702	ZNF516:links=13,enh=12;ZNF236:links=20,enh=19
clust0015	clustered_SSD_tandem	chr19	2	ZNF788,ZNF625	0	0	0	0	0	0	0	nan	nan	ZNF788:links=0,enh=0;ZNF625:links=0,enh=0
clust0016	clustered_SSD_tandem	chr19	3	AKAP8,AKAP8L,WIZ	59	34	13	28	56	14	9	0.4117647058823529	9.320457692307691	AKAP8:links=29,enh=28;AKAP8L:links=16,enh=15;WIZ:links=14,enh=13
clust0018	clustered_SSD_tandem	chr19	2	ZNF576,ZNF428	49	30	22	25	47	19	13	0.6333333333333333	12.233242727272728	ZNF576:links=26,enh=25;ZNF428:links=23,enh=22
clust0019	clustered_SSD_tandem	chr19	6	ZNF579,FIZ1,ZNF865,ZNF784,ZNF580,ZNF581	109	34	15	21	103	25	20	0.7352941176470589	10.43090772798008	ZNF579:links=16,enh=15;FIZ1:links=18,enh=17;ZNF865:links=18,enh=17;ZNF784:links=22,enh=21;ZNF580:links=19,enh=18;ZNF581:links=16,enh=15
clust0063	clustered_SSD_tandem	chr19	3	ZSCAN5B,ZSCAN5C,ZSCAN5A	18	18	0	17	17	0	0	0.0	7.8500764705882355	ZSCAN5B:links=0,enh=0;ZSCAN5C:links=0,enh=0;ZSCAN5A:links=18,enh=17
clust0064	clustered_SSD_tandem	chr19	2	ZSCAN1,ZSCAN18	21	21	0	20	20	0	0	0.0	13.912685000000005	ZSCAN1:links=0,enh=0;ZSCAN18:links=21,enh=20
clust0020	clustered_SSD_tandem	chr19	2	ZNF497,ZNF837	22	22	0	21	21	0	0	0.0	11.899304761904762	ZNF497:links=0,enh=0;ZNF837:links=22,enh=21
clust0060	clustered_SSD_tandem	chr2	4	SP110,SP140,SP140L,SP100	85	44	17	24	81	23	23	0.5227272727272727	10.33587004976233	SP110:links=23,enh=22;SP140:links=18,enh=17;SP140L:links=19,enh=18;SP100:links=25,enh=24
clust0074	clustered_SSD_tandem	chr21	2	OLIG2,OLIG1	0	0	0	0	0	0	0	nan	nan	OLIG2:links=0,enh=0;OLIG1:links=0,enh=0
clust0065	clustered_SSD_tandem	chr6	2	ZNF165,ZSCAN16	26	16	12	12	24	10	9	0.625	11.128191666666666	ZNF165:links=13,enh=12;ZSCAN16:links=13,enh=12
clust0066	clustered_SSD_tandem	chr6	3	ZSCAN31,ZSCAN12,ZSCAN23	33	23	0	19	31	10	4	0.43478260869565216	10.653585964912281	ZSCAN31:links=13,enh=12;ZSCAN12:links=20,enh=19;ZSCAN23:links=0,enh=0
clust0075	clustered_SSD_tandem	chr7	2	TWIST1,FERD3L	0	0	0	0	0	0	0	nan	nan	TWIST1:links=0,enh=0;FERD3L:links=0,enh=0
clust0026	clustered_SSD_tandem	chr7	2	ZNF107,ZNF138	39	25	18	19	37	14	4	0.56	18.19097119883041	ZNF107:links=19,enh=18;ZNF138:links=20,enh=19
clust0037	clustered_SSD_tandem	chr7	2	GTF2IRD1,GTF2I	23	20	7	14	21	3	3	0.15	11.740446428571428	GTF2IRD1:links=8,enh=7;GTF2I:links=15,enh=14
clust0027	clustered_SSD_tandem	chr7	2	REPIN1,ZNF775	31	18	14	15	29	13	13	0.7222222222222222	8.207611190476191	REPIN1:links=16,enh=15;ZNF775:links=15,enh=14
clust0029	clustered_SSD_tandem	chr9	3	DMRT1,DMRT3,DMRT2	0	0	0	0	0	0	0	nan	nan	DMRT1:links=0,enh=0;DMRT3:links=0,enh=0;DMRT2:links=0,enh=0
clust0004	clustered_SSD_tandem	chr9	2	ZBTB6,ZBTB26	30	21	13	15	28	9	9	0.42857142857142855	9.726528974358974	ZBTB6:links=14,enh=13;ZBTB26:links=16,enh=15
clust0005	clustered_SSD_tandem	chr9	2	ZBTB43,ZBTB34	27	21	12	13	25	6	5	0.2857142857142857	17.307686538461542	ZBTB43:links=14,enh=13;ZBTB34:links=13,enh=12
clust0055	clustered_SSD_tandem	chrX	3	RHOXF2B,RHOXF1,RHOXF2	26	26	0	25	25	0	0	0.0	9.809572000000001	RHOXF2B:links=0,enh=0;RHOXF1:links=26,enh=25;RHOXF2:links=0,enh=0
clust0002	clustered_cis_ohnolog	chr1	2	ZBTB8B,ZBTB8A	0	0	0	0	0	0	0	nan	nan	ZBTB8B:links=0,enh=0;ZBTB8A:links=0,enh=0
clust0034	clustered_cis_ohnolog	chr1	2	FOXE3,FOXD2	0	0	0	0	0	0	0	nan	nan	FOXE3:links=0,enh=0;FOXD2:links=0,enh=0
clust0030	clustered_cis_ohnolog	chr1	2	ETV3L,ETV3	9	9	0	8	8	0	0	0.0	6.4018875	ETV3L:links=0,enh=0;ETV3:links=9,enh=8
clust0039	clustered_cis_ohnolog	chr1	2	PBX1,LMX1A	0	0	0	0	0	0	0	nan	nan	PBX1:links=0,enh=0;LMX1A:links=0,enh=0
clust0040	clustered_cis_ohnolog	chr10	2	TLX1,LBX1	0	0	0	0	0	0	0	nan	nan	TLX1:links=0,enh=0;LBX1:links=0,enh=0
clust0041	clustered_cis_ohnolog	chr10	2	HMX3,HMX2	0	0	0	0	0	0	0	nan	nan	HMX3:links=0,enh=0;HMX2:links=0,enh=0
clust0031	clustered_cis_ohnolog	chr11	2	ELF5,EHF	0	0	0	0	0	0	0	nan	nan	ELF5:links=0,enh=0;EHF:links=0,enh=0
clust0032	clustered_cis_ohnolog	chr11	2	ETS1,FLI1	45	45	20	23	43	0	0	0.0	10.232281847826089	ETS1:links=21,enh=20;FLI1:links=24,enh=23
clust0007	clustered_cis_ohnolog	chr12	2	SP7,SP1	19	19	0	18	18	0	0	0.0	10.853244444444446	SP7:links=0,enh=0;SP1:links=19,enh=18
clust0076	clustered_cis_ohnolog	chr12	2	AC023509.3,ATF7	16	16	0	15	15	0	0	0.0	11.367880000000003	AC023509.3:links=0,enh=0;ATF7:links=16,enh=15
clust0071	clustered_cis_ohnolog	chr12	2	MYF6,MYF5	0	0	0	0	0	0	0	nan	nan	MYF6:links=0,enh=0;MYF5:links=0,enh=0
clust0069	clustered_cis_ohnolog	chr12	2	TBX5,TBX3	0	0	0	0	0	0	0	nan	nan	TBX5:links=0,enh=0;TBX3:links=0,enh=0
clust0043	clustered_cis_ohnolog	chr13	3	GSX1,PDX1,CDX2	0	0	0	0	0	0	0	nan	nan	GSX1:links=0,enh=0;PDX1:links=0,enh=0;CDX2:links=0,enh=0
clust0008	clustered_cis_ohnolog	chr13	2	KLF5,KLF12	43	43	18	23	41	0	0	0.0	12.858351811594204	KLF5:links=19,enh=18;KLF12:links=24,enh=23
clust0009	clustered_cis_ohnolog	chr13	2	ZIC5,ZIC2	0	0	0	0	0	0	0	nan	nan	ZIC5:links=0,enh=0;ZIC2:links=0,enh=0
clust0044	clustered_cis_ohnolog	chr14	2	NKX2-1,NKX2-8	0	0	0	0	0	0	0	nan	nan	NKX2-1:links=0,enh=0;NKX2-8:links=0,enh=0
clust0045	clustered_cis_ohnolog	chr14	3	SIX6,SIX1,SIX4	0	0	0	0	0	0	0	nan	nan	SIX6:links=0,enh=0;SIX1:links=0,enh=0;SIX4:links=0,enh=0
clust0077	clustered_cis_ohnolog	chr14	3	FOS,JDP2,BATF	63	53	16	24	60	10	10	0.18867924528301888	10.914453333333334	FOS:links=17,enh=16;JDP2:links=21,enh=20;BATF:links=25,enh=24
clust0046	clustered_cis_ohnolog	chr16	3	IRX3,IRX5,IRX6	6	6	0	5	5	0	0	0.0	11.53252	IRX3:links=0,enh=0;IRX5:links=6,enh=5;IRX6:links=0,enh=0
clust0012	clustered_cis_ohnolog	chr16	2	ZNF469,ZFPM1	16	16	0	15	15	0	0	0.0	6.688053333333333	ZNF469:links=0,enh=0;ZFPM1:links=16,enh=15
clust0057	clustered_cis_ohnolog	chr17	2	THRA,NR1D1	42	28	15	25	40	14	14	0.5	8.446493333333335	THRA:links=26,enh=25;NR1D1:links=16,enh=15
clust0067	clustered_cis_ohnolog	chr17	3	STAT5B,STAT5A,STAT3	59	36	17	20	56	17	17	0.4722222222222222	11.116272977296184	STAT5B:links=18,enh=17;STAT5A:links=21,enh=20;STAT3:links=20,enh=19
clust0013	clustered_cis_ohnolog	chr17	2	SP6,SP2	14	14	0	13	13	0	0	0.0	8.312623076923076	SP6:links=0,enh=0;SP2:links=14,enh=13
clust0047	clustered_cis_ohnolog	chr17	2	DLX4,DLX3	12	12	0	11	11	0	0	0.0	11.90260909090909	DLX4:links=12,enh=11;DLX3:links=0,enh=0
clust0070	clustered_cis_ohnolog	chr17	2	TBX2,TBX4	0	0	0	0	0	0	0	nan	nan	TBX2:links=0,enh=0;TBX4:links=0,enh=0
clust0056	clustered_cis_ohnolog	chr19	2	MEF2B,BORCS8-MEF2B	14	14	0	13	13	0	0	0.0	5.883307692307692	MEF2B:links=14,enh=13;BORCS8-MEF2B:links=0,enh=0
clust0017	clustered_cis_ohnolog	chr19	3	ZNF536,TSHZ3,ZNF507	25	24	0	13	23	1	1	0.041666666666666664	11.042977307692308	ZNF536:links=0,enh=0;TSHZ3:links=11,enh=10;ZNF507:links=14,enh=13
clust0078	clustered_cis_ohnolog	chr19	2	CEBPA,CEBPG	33	23	12	19	31	10	8	0.43478260869565216	9.839076315789475	CEBPA:links=20,enh=19;CEBPG:links=13,enh=12
clust0048	clustered_cis_ohnolog	chr19	2	TPRX1,CRX	0	0	0	0	0	0	0	nan	nan	TPRX1:links=0,enh=0;CRX:links=0,enh=0
clust0049	clustered_cis_ohnolog	chr2	2	SIX3,SIX2	0	0	0	0	0	0	0	nan	nan	SIX3:links=0,enh=0;SIX2:links=0,enh=0
clust0050	clustered_cis_ohnolog	chr2	2	DLX1,DLX2	0	0	0	0	0	0	0	nan	nan	DLX1:links=0,enh=0;DLX2:links=0,enh=0
clust0068	clustered_cis_ohnolog	chr2	2	STAT1,STAT4	42	39	13	27	40	3	3	0.07692307692307693	7.80047564102564	STAT1:links=14,enh=13;STAT4:links=28,enh=27
clust0051	clustered_cis_ohnolog	chr20	2	NKX2-4,NKX2-2	0	0	0	0	0	0	0	nan	nan	NKX2-4:links=0,enh=0;NKX2-2:links=0,enh=0
clust0021	clustered_cis_ohnolog	chr20	4	SALL4,ZFP64,TSHZ2,ZNF217	58	58	0	29	55	0	0	0.0	9.514185689655173	SALL4:links=0,enh=0;ZFP64:links=7,enh=6;TSHZ2:links=21,enh=20;ZNF217:links=30,enh=29
clust0033	clustered_cis_ohnolog	chr21	2	ERG,ETS2	10	10	0	9	9	0	0	0.0	10.0802	ERG:links=0,enh=0;ETS2:links=10,enh=9
clust0022	clustered_cis_ohnolog	chr22	2	ZNF280B,ZNF280A	10	10	0	9	9	0	0	0.0	11.98321111111111	ZNF280B:links=10,enh=9;ZNF280A:links=0,enh=0
clust0058	clustered_cis_ohnolog	chr3	3	NR1D2,THRB,RARB	12	12	0	11	11	0	0	0.0	10.2759	NR1D2:links=12,enh=11;THRB:links=0,enh=0;RARB:links=0,enh=0
clust0023	clustered_cis_ohnolog	chr3	4	ZNF660,ZNF35,ZNF502,ZNF501	19	13	0	11	17	6	3	0.46153846153846156	9.156416666666665	ZNF660:links=0,enh=0;ZNF35:links=12,enh=11;ZNF502:links=7,enh=6;ZNF501:links=0,enh=0
clust0024	clustered_cis_ohnolog	chr3	2	ZIC4,ZIC1	0	0	0	0	0	0	0	nan	nan	ZIC4:links=0,enh=0;ZIC1:links=0,enh=0
clust0052	clustered_cis_ohnolog	chr5	3	IRX4,IRX2,IRX1	0	0	0	0	0	0	0	nan	nan	IRX4:links=0,enh=0;IRX2:links=0,enh=0;IRX1:links=0,enh=0
clust0036	clustered_cis_ohnolog	chr6	3	FOXQ1,FOXF2,FOXC1	0	0	0	0	0	0	0	nan	nan	FOXQ1:links=0,enh=0;FOXF2:links=0,enh=0;FOXC1:links=0,enh=0
clust0001	clustered_cis_ohnolog	chr6	2	TFAP2D,TFAP2B	0	0	0	0	0	0	0	nan	nan	TFAP2D:links=0,enh=0;TFAP2B:links=0,enh=0
clust0025	clustered_cis_ohnolog	chr7	2	SP8,SP4	16	16	0	15	15	0	0	0.0	12.668446666666666	SP8:links=0,enh=0;SP4:links=16,enh=15
clust0053	clustered_cis_ohnolog	chr7	2	DLX6,DLX5	0	0	0	0	0	0	0	nan	nan	DLX6:links=0,enh=0;DLX5:links=0,enh=0
clust0054	clustered_cis_ohnolog	chr8	2	NKX3-1,NKX2-6	17	17	0	16	16	0	0	0.0	7.442500000000001	NKX3-1:links=17,enh=16;NKX2-6:links=0,enh=0
clust0028	clustered_cis_ohnolog	chr8	4	ZFP41,AC138696.1,GLI4,ZNF696	49	26	0	20	46	13	9	0.5	8.680825512820512	ZFP41:links=21,enh=20;AC138696.1:links=0,enh=0;GLI4:links=14,enh=13;ZNF696:links=14,enh=13
clust0059	clustered_cis_ohnolog	chr9	2	NR5A1,NR6A1	0	0	0	0	0	0	0	nan	nan	NR5A1:links=0,enh=0;NR6A1:links=0,enh=0
