cluster_id	dup_class4	chrom	n_members	members	n_pair_enh_elem	ctcf_mean_pair_enh	ctcf_max_pair_enh	n_pair_prom_elem	ctcf_mean_pair_prom	n_shared_enh	ctcf_mean_shared_enh	n_win_elem	ctcf_mean_window
clust0002	clustered_cis_ohnolog	chr1	2	ZBTB8B,ZBTB8A	0	nan	nan	0	nan	0	nan	16	10.43124375
clust0034	clustered_cis_ohnolog	chr1	2	FOXE3,FOXD2	0	nan	nan	0	nan	0	nan	13	9.585607692307692
clust0030	clustered_cis_ohnolog	chr1	2	ETV3L,ETV3	17	16.014258823529413	42.945	2	2.34455	9	15.841733333333334	14	12.574957142857144
clust0039	clustered_cis_ohnolog	chr1	2	PBX1,LMX1A	13	3.1376615384615385	28.4949	1	0.2482	0	nan	18	4.484422222222223
clust0040	clustered_cis_ohnolog	chr10	2	TLX1,LBX1	0	nan	nan	0	nan	0	nan	24	14.619304166666666
clust0041	clustered_cis_ohnolog	chr10	2	HMX3,HMX2	0	nan	nan	0	nan	0	nan	7	8.587599999999998
clust0031	clustered_cis_ohnolog	chr11	2	ELF5,EHF	7	4.133614285714286	21.8193	1	1.1176	0	nan	12	4.080750000000001
clust0032	clustered_cis_ohnolog	chr11	2	ETS1,FLI1	47	3.4510446808510635	28.4726	2	1.8568500000000001	3	3.5036666666666663	62	2.8485032258064518
clust0007	clustered_cis_ohnolog	chr12	2	SP7,SP1	20	9.316954999999998	35.2613	1	0.9017	0	nan	47	8.313810638297873
clust0076	clustered_cis_ohnolog	chr12	2	AC023509.3,ATF7	15	16.55867333333333	43.1929	1	1.5558	0	nan	28	8.861464285714286
clust0071	clustered_cis_ohnolog	chr12	2	MYF6,MYF5	0	nan	nan	0	nan	0	nan	0	nan
clust0069	clustered_cis_ohnolog	chr12	2	TBX5,TBX3	0	nan	nan	0	nan	0	nan	2	11.27585
clust0043	clustered_cis_ohnolog	chr13	3	GSX1,PDX1,CDX2	0	nan	nan	0	nan	0	nan	2	21.105
clust0008	clustered_cis_ohnolog	chr13	2	KLF5,KLF12	41	2.837548780487805	17.6909	2	1.7584	5	1.72274	30	2.26381
clust0009	clustered_cis_ohnolog	chr13	2	ZIC5,ZIC2	0	nan	nan	0	nan	0	nan	1	23.325
clust0044	clustered_cis_ohnolog	chr14	2	NKX2-1,NKX2-8	0	nan	nan	0	nan	0	nan	0	nan
clust0045	clustered_cis_ohnolog	chr14	3	SIX6,SIX1,SIX4	11	7.997718181818181	25.9129	1	1.4145	0	nan	10	4.719859999999999
clust0077	clustered_cis_ohnolog	chr14	3	FOS,JDP2,BATF	44	7.184600000000002	36.093	3	1.5475333333333332	15	6.055013333333333	53	6.385033962264152
clust0046	clustered_cis_ohnolog	chr16	3	IRX3,IRX5,IRX6	0	nan	nan	0	nan	0	nan	1	1.6151
clust0012	clustered_cis_ohnolog	chr16	2	ZNF469,ZFPM1	32	5.2167125	39.4648	2	0.37355	5	9.632520000000001	37	5.777351351351351
clust0057	clustered_cis_ohnolog	chr17	2	THRA,NR1D1	23	11.001073913043479	36.3023	2	4.36055	11	10.203318181818183	40	11.230152499999999
clust0067	clustered_cis_ohnolog	chr17	3	STAT5B,STAT5A,STAT3	28	7.125667857142858	37.6564	3	1.5563000000000002	18	7.435016666666666	51	6.3932941176470575
clust0013	clustered_cis_ohnolog	chr17	2	SP6,SP2	15	16.09668	39.0828	1	2.7917	0	nan	38	12.719721052631577
clust0047	clustered_cis_ohnolog	chr17	2	DLX4,DLX3	17	12.625500000000002	42.6335	1	1.3742	0	nan	21	14.65822380952381
clust0070	clustered_cis_ohnolog	chr17	2	TBX2,TBX4	0	nan	nan	0	nan	0	nan	1	25.8383
clust0056	clustered_cis_ohnolog	chr19	2	MEF2B,BORCS8-MEF2B	18	11.8975	38.3284	1	0.0994	0	nan	23	11.676965217391304
clust0017	clustered_cis_ohnolog	chr19	3	ZNF536,TSHZ3,ZNF507	12	10.335749999999999	35.7927	1	5.526	0	nan	14	8.251942857142856
clust0078	clustered_cis_ohnolog	chr19	2	CEBPA,CEBPG	22	11.615931818181819	32.7506	1	5.3446	0	nan	13	12.322030769230768
clust0048	clustered_cis_ohnolog	chr19	2	TPRX1,CRX	0	nan	nan	0	nan	0	nan	18	13.54695
clust0049	clustered_cis_ohnolog	chr2	2	SIX3,SIX2	0	nan	nan	0	nan	0	nan	3	18.781433333333336
clust0050	clustered_cis_ohnolog	chr2	2	DLX1,DLX2	0	nan	nan	0	nan	0	nan	9	7.679255555555555
clust0068	clustered_cis_ohnolog	chr2	2	STAT1,STAT4	34	3.4462970588235287	24.8741	2	2.3236000000000003	12	2.6478499999999996	59	4.264364406779661
clust0051	clustered_cis_ohnolog	chr20	2	NKX2-4,NKX2-2	0	nan	nan	0	nan	0	nan	7	10.842500000000001
clust0021	clustered_cis_ohnolog	chr20	4	SALL4,ZFP64,TSHZ2,ZNF217	51	4.930021568627451	33.2177	3	8.6929	4	6.7620249999999995	52	4.8244961538461535
clust0033	clustered_cis_ohnolog	chr21	2	ERG,ETS2	16	5.00955625	31.3634	1	7.0411	0	nan	10	5.603440000000001
clust0022	clustered_cis_ohnolog	chr22	2	ZNF280B,ZNF280A	7	17.7681	30.0372	1	24.6436	0	nan	5	22.833999999999996
clust0058	clustered_cis_ohnolog	chr3	3	NR1D2,THRB,RARB	18	4.269316666666667	31.2981	1	1.2998	0	nan	31	4.602751612903226
clust0023	clustered_cis_ohnolog	chr3	4	ZNF660,ZNF35,ZNF502,ZNF501	10	9.03172	26.722	4	3.1060749999999997	5	11.228100000000001	13	4.042015384615385
clust0024	clustered_cis_ohnolog	chr3	2	ZIC4,ZIC1	0	nan	nan	0	nan	0	nan	0	nan
clust0052	clustered_cis_ohnolog	chr5	3	IRX4,IRX2,IRX1	0	nan	nan	0	nan	0	nan	5	1.1700199999999998
clust0036	clustered_cis_ohnolog	chr6	3	FOXQ1,FOXF2,FOXC1	23	11.200034782608695	36.9354	1	0.9017	0	nan	18	11.233288888888888
clust0001	clustered_cis_ohnolog	chr6	2	TFAP2D,TFAP2B	0	nan	nan	0	nan	0	nan	0	nan
clust0025	clustered_cis_ohnolog	chr7	2	SP8,SP4	19	5.497926315789473	33.4247	1	3.9455	0	nan	18	4.082038888888889
clust0053	clustered_cis_ohnolog	chr7	2	DLX6,DLX5	0	nan	nan	0	nan	0	nan	3	16.867933333333333
clust0054	clustered_cis_ohnolog	chr8	2	NKX3-1,NKX2-6	13	12.187346153846153	28.4494	1	1.0758	0	nan	6	8.650683333333335
clust0028	clustered_cis_ohnolog	chr8	4	ZFP41,AC138696.1,GLI4,ZNF696	21	9.17005238095238	25.5046	3	3.493533333333333	12	7.517491666666666	26	7.862692307692308
clust0059	clustered_cis_ohnolog	chr9	2	NR5A1,NR6A1	0	nan	nan	0	nan	0	nan	18	13.21095
