cluster_id	dup_class4	chrom	n_members	members	elem_win	elem_body	elem_flank	elem_per_kb_window	elem_per_kb_body	elem_per_kb_flank	obs_exp_window
clust0060	clustered_SSD_tandem	chr2	4	SP110,SP140,SP140L,SP100	52	31	21	0.08959029668171326	0.08148888071079333	0.105	3.013661418023985
clust0074	clustered_SSD_tandem	chr21	2	OLIG2,OLIG1	3	1	2	0.012171471693213998	0.02151555574680494	0.01	0.4094270920066858
clust0065	clustered_SSD_tandem	chr6	2	ZNF165,ZSCAN16	13	6	7	0.0521012848978414	0.1211778486892596	0.035	1.7525964076659837
clust0066	clustered_SSD_tandem	chr6	3	ZSCAN31,ZSCAN12,ZSCAN23	17	11	6	0.05332346326483882	0.09258557853361278	0.03	1.793708357586733
clust0075	clustered_SSD_tandem	chr7	2	TWIST1,FERD3L	3	3	0	0.009246987023394876	0.02410994133247609	0.0	0.31105252530167954
clust0026	clustered_SSD_tandem	chr7	2	ZNF107,ZNF138	13	7	6	0.03536625841308878	0.04177059588738648	0.03	1.1896592870770883
clust0037	clustered_SSD_tandem	chr7	2	GTF2IRD1,GTF2I	20	8	12	0.039455358234925096	0.026066952968700107	0.06	1.3272094774877448
clust0027	clustered_SSD_tandem	chr7	2	REPIN1,ZNF775	31	2	29	0.13452467225884282	0.06570086396636116	0.145	4.525175488581084
clust0029	clustered_SSD_tandem	chr9	3	DMRT1,DMRT3,DMRT2	7	1	6	0.0168325069373975	0.004632589339485412	0.03	0.5662161931004094
clust0004	clustered_SSD_tandem	chr9	2	ZBTB6,ZBTB26	16	2	14	0.0716024631247315	0.08526603001364257	0.07	2.4085820512583873
clust0005	clustered_SSD_tandem	chr9	2	ZBTB43,ZBTB34	18	9	9	0.06408613176108689	0.11128697200514392	0.045	2.155745765693068
clust0055	clustered_SSD_tandem	chrX	3	RHOXF2B,RHOXF1,RHOXF2	13	5	8	0.03485226660375386	0.028901232926596652	0.04	1.172369498535857
clust0002	clustered_cis_ohnolog	chr1	2	ZBTB8B,ZBTB8A	16	2	14	0.0469388533424864	0.014197587829827713	0.07	1.5789412086343848
clust0034	clustered_cis_ohnolog	chr1	2	FOXE3,FOXD2	13	7	6	0.05793071486502143	0.28681471769237077	0.03	1.9486882706450372
clust0030	clustered_cis_ohnolog	chr1	2	ETV3L,ETV3	14	5	9	0.056811034326038526	0.10768667485085397	0.045	1.911024168997589
clust0039	clustered_cis_ohnolog	chr1	2	PBX1,LMX1A	18	13	5	0.01797966499888626	0.01622705899534533	0.025	0.6048045907096509
clust0040	clustered_cis_ohnolog	chr10	2	TLX1,LBX1	24	3	21	0.08049288476437384	0.03056141315974451	0.105	2.707640338569813
clust0041	clustered_cis_ohnolog	chr10	2	HMX3,HMX2	7	0	7	0.032603329265679874	0.0	0.035	1.0967191665430338
clust0031	clustered_cis_ohnolog	chr11	2	ELF5,EHF	12	7	5	0.031209606316824318	0.03794099633056364	0.025	1.0498367559031556
clust0032	clustered_cis_ohnolog	chr11	2	ETS1,FLI1	62	53	9	0.11181123378286259	0.14950381657856285	0.045	3.761135009410588
clust0007	clustered_cis_ohnolog	chr12	2	SP7,SP1	47	16	31	0.16214109034708543	0.1780329583514148	0.155	5.454143655660994
clust0076	clustered_cis_ohnolog	chr12	2	AC023509.3,ATF7	28	8	20	0.08757690346835816	0.06682314419599228	0.1	2.945934379816307
clust0071	clustered_cis_ohnolog	chr12	2	MYF6,MYF5	0	0	0	0.0	0.0	0.0	0.0
clust0069	clustered_cis_ohnolog	chr12	2	TBX5,TBX3	2	2	0	0.0037717061690026098	0.006055761451444905	0.0	0.12687362116935955
clust0043	clustered_cis_ohnolog	chr13	3	GSX1,PDX1,CDX2	2	1	1	0.005307404891304348	0.005655085052479189	0.005	0.17853184935395422
clust0008	clustered_cis_ohnolog	chr13	2	KLF5,KLF12	30	27	3	0.02344797831530965	0.02501324775714545	0.015	0.7887491190096191
clust0009	clustered_cis_ohnolog	chr13	2	ZIC5,ZIC2	1	0	1	0.004468255280360678	0.0	0.005	0.150304319140105
clust0044	clustered_cis_ohnolog	chr14	2	NKX2-1,NKX2-8	0	0	0	0.0	0.0	0.0	0.0
clust0045	clustered_cis_ohnolog	chr14	3	SIX6,SIX1,SIX4	10	6	4	0.024084488385255478	0.0278803931135429	0.02	0.8101602082796363
clust0077	clustered_cis_ohnolog	chr14	3	FOS,JDP2,BATF	53	34	19	0.11320746656641754	0.1267866665175059	0.095	3.808101846514931
clust0046	clustered_cis_ohnolog	chr16	3	IRX3,IRX5,IRX6	1	1	0	0.0008016340508492511	0.0009546976854309314	0.0	0.026965572164600028
clust0012	clustered_cis_ohnolog	chr16	2	ZNF469,ZFPM1	37	18	19	0.104498520075013	0.11682849576821226	0.095	3.5151480668659527
clust0057	clustered_cis_ohnolog	chr17	2	THRA,NR1D1	40	14	26	0.1650852871864927	0.33097709165701317	0.13	5.553181305391212
clust0067	clustered_cis_ohnolog	chr17	3	STAT5B,STAT5A,STAT3	51	21	30	0.1309734149648683	0.11088113542282674	0.15	4.405717383309381
clust0013	clustered_cis_ohnolog	chr17	2	SP6,SP2	38	5	33	0.13377973518653472	0.059489107544408615	0.165	4.5001171039476855
clust0047	clustered_cis_ohnolog	chr17	2	DLX4,DLX3	21	1	20	0.09265959512169293	0.03754317465084848	0.1	3.116907267536346
clust0070	clustered_cis_ohnolog	chr17	2	TBX2,TBX4	1	1	0	0.0035054878412154227	0.011727866583789744	0.0	0.117918500660345
clust0056	clustered_cis_ohnolog	chr19	2	MEF2B,BORCS8-MEF2B	23	9	14	0.09327185501498432	0.19317035478955163	0.07	3.137502623133515
clust0017	clustered_cis_ohnolog	chr19	3	ZNF536,TSHZ3,ZNF507	14	12	2	0.005925233708146689	0.005548424802198656	0.01	0.19931453383234168
clust0078	clustered_cis_ohnolog	chr19	2	CEBPA,CEBPG	13	1	12	0.045976686283386144	0.012084300077339521	0.06	1.5465755858928327
clust0048	clustered_cis_ohnolog	chr19	2	TPRX1,CRX	18	1	17	0.07435005658865418	0.02375409758183287	0.085	2.501006306131168
clust0049	clustered_cis_ohnolog	chr2	2	SIX3,SIX2	3	3	0	0.011204481792717087	0.04428044280442804	0.0	0.3768992372871108
clust0050	clustered_cis_ohnolog	chr2	2	DLX1,DLX2	9	1	8	0.041254125412541254	0.05506607929515418	0.04	1.387716869961825
clust0068	clustered_cis_ohnolog	chr2	2	STAT1,STAT4	59	38	21	0.13314196995956093	0.15629112924453803	0.105	4.4786637933830775
clust0051	clustered_cis_ohnolog	chr20	2	NKX2-4,NKX2-2	7	4	3	0.02196429860150173	0.03369868322395302	0.015	0.7388407195978728
clust0021	clustered_cis_ohnolog	chr20	4	SALL4,ZFP64,TSHZ2,ZNF217	52	32	20	0.025646387607665508	0.01750953175134714	0.1	0.8626997756185125
clust0033	clustered_cis_ohnolog	chr21	2	ERG,ETS2	10	8	2	0.015505606827428799	0.017980437284234752	0.01	0.521581586283657
clust0022	clustered_cis_ohnolog	chr22	2	ZNF280B,ZNF280A	5	1	4	0.021200005088001222	0.027894780886496138	0.02	0.7131312180224346
clust0058	clustered_cis_ohnolog	chr3	3	NR1D2,THRB,RARB	31	10	21	0.016732824295629063	0.0060509026131428025	0.105	0.5628630427853534
clust0023	clustered_cis_ohnolog	chr3	4	ZNF660,ZNF35,ZNF502,ZNF501	13	8	5	0.03622582622749819	0.05035880649628603	0.025	1.2185736500651236
clust0024	clustered_cis_ohnolog	chr3	2	ZIC4,ZIC1	0	0	0	0.0	0.0	0.0	0.0
clust0052	clustered_cis_ohnolog	chr5	3	IRX4,IRX2,IRX1	5	0	5	0.002598766105852941	0.0	0.025	0.08741796196413348
clust0036	clustered_cis_ohnolog	chr6	3	FOXQ1,FOXF2,FOXC1	18	15	3	0.03587093637093737	0.04970195394948294	0.015	1.2066357738890343
clust0001	clustered_cis_ohnolog	chr6	2	TFAP2D,TFAP2B	0	0	0	0.0	0.0	0.0	0.0
clust0025	clustered_cis_ohnolog	chr7	2	SP8,SP4	18	18	0	0.019302058993526303	0.02457193639144733	0.0	0.649287619661231
clust0053	clustered_cis_ohnolog	chr7	2	DLX6,DLX5	3	0	3	0.013673842395292552	0.0	0.015	0.4599642236841156
clust0054	clustered_cis_ohnolog	chr8	2	NKX3-1,NKX2-6	6	3	3	0.02630898144778325	0.10691756655618517	0.015	0.8849882774512202
clust0028	clustered_cis_ohnolog	chr8	4	ZFP41,AC138696.1,GLI4,ZNF696	26	11	15	0.10271361468962711	0.20703544070316765	0.075	3.455106960920395
clust0059	clustered_cis_ohnolog	chr9	2	NR5A1,NR6A1	18	3	15	0.03672907208080396	0.010342152891493579	0.075	1.2355019633765107
