cluster_id	dup_class4	chrom	n_members	members	n_pair_enh_elem	ctcf_mean_pair_enh	ctcf_max_pair_enh	n_pair_prom_elem	ctcf_mean_pair_prom	n_shared_enh	ctcf_mean_shared_enh	n_win_elem	ctcf_mean_window
clust0008	clustered_cis_ohnolog	chr13	2	KLF5,KLF12	23	4.4297956521739135	26.7911	2	2.21855	6	5.601533333333333	44	2.928375
clust0009	clustered_cis_ohnolog	chr13	2	ZIC5,ZIC2	0	nan	nan	0	nan	0	nan	0	nan
clust0044	clustered_cis_ohnolog	chr14	2	NKX2-1,NKX2-8	0	nan	nan	0	nan	0	nan	0	nan
clust0045	clustered_cis_ohnolog	chr14	3	SIX6,SIX1,SIX4	0	nan	nan	0	nan	0	nan	12	5.097616666666666
clust0077	clustered_cis_ohnolog	chr14	3	FOS,JDP2,BATF	38	4.418697368421053	32.5252	3	1.8003999999999998	6	5.593983333333333	57	5.438029824561403
clust0046	clustered_cis_ohnolog	chr16	3	IRX3,IRX5,IRX6	0	nan	nan	0	nan	0	nan	3	3.4073666666666664
clust0012	clustered_cis_ohnolog	chr16	2	ZNF469,ZFPM1	17	5.335041176470588	38.4428	1	0.4014	0	nan	24	5.151529166666667
clust0057	clustered_cis_ohnolog	chr17	2	THRA,NR1D1	29	9.59032068965517	35.6275	2	3.6818999999999997	13	8.707861538461538	44	9.782809090909094
clust0067	clustered_cis_ohnolog	chr17	3	STAT5B,STAT5A,STAT3	35	5.192662857142857	27.2158	3	1.6567333333333334	14	5.732942857142858	59	5.913072881355933
clust0013	clustered_cis_ohnolog	chr17	2	SP6,SP2	13	14.296276923076922	41.6724	1	2.4048	0	nan	41	12.01561219512195
clust0047	clustered_cis_ohnolog	chr17	2	DLX4,DLX3	13	14.85043076923077	39.9541	1	1.8101	0	nan	22	12.965104545454546
clust0070	clustered_cis_ohnolog	chr17	2	TBX2,TBX4	0	nan	nan	0	nan	0	nan	16	10.954743749999999
clust0056	clustered_cis_ohnolog	chr19	2	MEF2B,BORCS8-MEF2B	16	12.32345625	53.5875	1	0.6156	0	nan	27	10.769451851851853
clust0017	clustered_cis_ohnolog	chr19	3	ZNF536,TSHZ3,ZNF507	10	6.188750000000001	23.5056	1	4.4836	0	nan	10	3.8410699999999998
clust0078	clustered_cis_ohnolog	chr19	2	CEBPA,CEBPG	22	13.067045454545452	35.6027	2	7.7136499999999995	9	11.652544444444443	15	12.205980000000004
clust0048	clustered_cis_ohnolog	chr19	2	TPRX1,CRX	0	nan	nan	0	nan	0	nan	14	11.636728571428574
clust0049	clustered_cis_ohnolog	chr2	2	SIX3,SIX2	0	nan	nan	0	nan	0	nan	4	17.8057
clust0050	clustered_cis_ohnolog	chr2	2	DLX1,DLX2	0	nan	nan	0	nan	0	nan	8	3.7328749999999995
clust0068	clustered_cis_ohnolog	chr2	2	STAT1,STAT4	19	6.897442105263158	21.6569	2	2.4209	4	3.545525	33	6.278227272727273
clust0051	clustered_cis_ohnolog	chr20	2	NKX2-4,NKX2-2	0	nan	nan	0	nan	0	nan	10	6.706919999999999
clust0021	clustered_cis_ohnolog	chr20	4	SALL4,ZFP64,TSHZ2,ZNF217	47	4.032221276595746	37.3652	3	9.294066666666668	4	1.562325	38	5.100005263157896
clust0033	clustered_cis_ohnolog	chr21	2	ERG,ETS2	14	3.8155214285714294	31.2821	1	5.044	0	nan	12	4.532558333333333
clust0022	clustered_cis_ohnolog	chr22	2	ZNF280B,ZNF280A	15	9.065013333333333	34.8654	1	19.6334	0	nan	16	10.42500625
clust0058	clustered_cis_ohnolog	chr3	3	NR1D2,THRB,RARB	26	2.7139653846153844	20.8234	2	5.0143	0	nan	26	5.698038461538463
clust0023	clustered_cis_ohnolog	chr3	4	ZNF660,ZNF35,ZNF502,ZNF501	24	4.5425125	28.8171	4	2.419575	8	7.437825000000001	14	3.1560857142857146
clust0024	clustered_cis_ohnolog	chr3	2	ZIC4,ZIC1	0	nan	nan	0	nan	0	nan	0	nan
clust0052	clustered_cis_ohnolog	chr5	3	IRX4,IRX2,IRX1	0	nan	nan	0	nan	0	nan	6	6.2411
clust0036	clustered_cis_ohnolog	chr6	3	FOXQ1,FOXF2,FOXC1	0	nan	nan	0	nan	0	nan	12	10.305625000000001
clust0001	clustered_cis_ohnolog	chr6	2	TFAP2D,TFAP2B	0	nan	nan	0	nan	0	nan	0	nan
clust0025	clustered_cis_ohnolog	chr7	2	SP8,SP4	13	7.561753846153847	40.7737	1	5.6086	0	nan	10	5.58257
clust0053	clustered_cis_ohnolog	chr7	2	DLX6,DLX5	0	nan	nan	0	nan	0	nan	11	7.9384999999999994
clust0054	clustered_cis_ohnolog	chr8	2	NKX3-1,NKX2-6	21	8.275785714285714	43.1673	1	1.3896	0	nan	7	9.135614285714286
clust0028	clustered_cis_ohnolog	chr8	4	ZFP41,AC138696.1,GLI4,ZNF696	22	8.820681818181818	38.6198	3	2.5854666666666666	9	8.68918888888889	22	7.393559090909091
clust0059	clustered_cis_ohnolog	chr9	2	NR5A1,NR6A1	0	nan	nan	0	nan	0	nan	30	12.04738
