cluster_id	dup_class4	chrom	n_members	members	elem_win	elem_body	elem_flank	elem_per_kb_window	elem_per_kb_body	elem_per_kb_flank	obs_exp_window
clust0018	clustered_SSD_tandem	chr19	2	ZNF576,ZNF428	43	5	38	0.19262039894820304	0.21517407582734432	0.19	6.406186286485901
clust0019	clustered_SSD_tandem	chr19	6	ZNF579,FIZ1,ZNF865,ZNF784,ZNF580,ZNF581	42	22	20	0.15622152211836385	0.31953986259785905	0.1	5.195629217431608
clust0063	clustered_SSD_tandem	chr19	3	ZSCAN5B,ZSCAN5C,ZSCAN5A	25	8	17	0.06601583851997771	0.04476851877759559	0.085	2.195560603792915
clust0064	clustered_SSD_tandem	chr19	2	ZSCAN1,ZSCAN18	15	2	13	0.052742245131890776	0.023696120945001304	0.065	1.754106259395994
clust0020	clustered_SSD_tandem	chr19	2	ZNF497,ZNF837	25	6	19	0.11029103598575922	0.22494657518839278	0.095	3.6680690420763202
clust0060	clustered_SSD_tandem	chr2	4	SP110,SP140,SP140L,SP100	57	39	18	0.09820474828572413	0.10251826928132064	0.09	3.2661022153992105
clust0074	clustered_SSD_tandem	chr21	2	OLIG2,OLIG1	1	0	1	0.004057157231071333	0.0	0.005	0.13493329448868713
clust0065	clustered_SSD_tandem	chr6	2	ZNF165,ZSCAN16	19	8	11	0.07614803177376821	0.1615704649190128	0.055	2.532537984324206
clust0066	clustered_SSD_tandem	chr6	3	ZSCAN31,ZSCAN12,ZSCAN23	17	12	5	0.05332346326483882	0.10100244930939575	0.025	1.7734364635336664
clust0075	clustered_SSD_tandem	chr7	2	TWIST1,FERD3L	0	0	0	0.0	0.0	0.0	0.0
clust0026	clustered_SSD_tandem	chr7	2	ZNF107,ZNF138	14	6	8	0.03808673982948022	0.035803367903474125	0.04	1.2666921661717843
clust0037	clustered_SSD_tandem	chr7	2	GTF2IRD1,GTF2I	36	16	20	0.07101964482286517	0.052133905937400214	0.1	2.361977636946342
clust0027	clustered_SSD_tandem	chr7	2	REPIN1,ZNF775	36	4	32	0.15622220004252715	0.1314017279327223	0.16	5.195651763893467
clust0029	clustered_SSD_tandem	chr9	3	DMRT1,DMRT3,DMRT2	2	2	0	0.004809287696399286	0.009265178678970825	0.0	0.15994771611247302
clust0004	clustered_SSD_tandem	chr9	2	ZBTB6,ZBTB26	14	3	11	0.06265215523414006	0.12789904502046384	0.055	2.083690927188157
clust0005	clustered_SSD_tandem	chr9	2	ZBTB43,ZBTB34	20	9	11	0.07120681306787432	0.11128697200514392	0.055	2.3682024950142857
clust0055	clustered_SSD_tandem	chrX	3	RHOXF2B,RHOXF1,RHOXF2	26	9	17	0.06970453320750772	0.052022219267873974	0.085	2.318239538377837
clust0002	clustered_cis_ohnolog	chr1	2	ZBTB8B,ZBTB8A	20	5	15	0.05867356667810801	0.03549396957456928	0.075	1.9513706766518883
clust0034	clustered_cis_ohnolog	chr1	2	FOXE3,FOXD2	12	7	5	0.05347450602925055	0.28681471769237077	0.025	1.7784598571686654
clust0030	clustered_cis_ohnolog	chr1	2	ETV3L,ETV3	13	3	10	0.05275310330275006	0.06461200491051237	0.05	1.7544673814040204
clust0039	clustered_cis_ohnolog	chr1	2	PBX1,LMX1A	3	0	3	0.00299661083314771	0.0	0.015	0.09966154846563326
clust0040	clustered_cis_ohnolog	chr10	2	TLX1,LBX1	22	3	19	0.0737851443673427	0.03056141315974451	0.095	2.453952865706402
clust0041	clustered_cis_ohnolog	chr10	2	HMX3,HMX2	8	1	7	0.03726094773220557	0.06801795674057952	0.035	1.2392278994693158
clust0031	clustered_cis_ohnolog	chr11	2	ELF5,EHF	3	2	1	0.007802401579206079	0.010840284665875326	0.005	0.2594929626939817
clust0032	clustered_cis_ohnolog	chr11	2	ETS1,FLI1	52	48	4	0.09377716381788476	0.13539968293907578	0.02	3.118849219065433
clust0007	clustered_cis_ohnolog	chr12	2	SP7,SP1	51	12	39	0.1759403320787523	0.13352471876356112	0.195	5.851439145371955
clust0076	clustered_cis_ohnolog	chr12	2	AC023509.3,ATF7	33	10	23	0.10321563623056497	0.08352893024499036	0.115	3.4327547704278656
clust0071	clustered_cis_ohnolog	chr12	2	MYF6,MYF5	0	0	0	0.0	0.0	0.0	0.0
clust0069	clustered_cis_ohnolog	chr12	2	TBX5,TBX3	1	1	0	0.0018858530845013049	0.0030278807257224523	0.0	0.06271986889357495
clust0043	clustered_cis_ohnolog	chr13	3	GSX1,PDX1,CDX2	7	0	7	0.018575917119565216	0.0	0.035	0.6177994966268214
clust0008	clustered_cis_ohnolog	chr13	2	KLF5,KLF12	44	40	4	0.03439036819578749	0.03705666334391918	0.02	1.14375791103152
clust0009	clustered_cis_ohnolog	chr13	2	ZIC5,ZIC2	0	0	0	0.0	0.0	0.0	0.0
clust0044	clustered_cis_ohnolog	chr14	2	NKX2-1,NKX2-8	0	0	0	0.0	0.0	0.0	0.0
clust0045	clustered_cis_ohnolog	chr14	3	SIX6,SIX1,SIX4	12	7	5	0.028901386062306574	0.03252712529913338	0.025	0.9612048571375382
clust0077	clustered_cis_ohnolog	chr14	3	FOS,JDP2,BATF	57	37	20	0.12175142630727925	0.13797372532787405	0.1	4.04921971830994
clust0046	clustered_cis_ohnolog	chr16	3	IRX3,IRX5,IRX6	3	2	1	0.0024049021525477535	0.0019093953708618628	0.005	0.07998244876512113
clust0012	clustered_cis_ohnolog	chr16	2	ZNF469,ZFPM1	24	16	8	0.06778282383244086	0.10384755179396646	0.04	2.254327157797236
clust0057	clustered_cis_ohnolog	chr17	2	THRA,NR1D1	44	14	30	0.18159381590514198	0.33097709165701317	0.15	6.0394632111368
clust0067	clustered_cis_ohnolog	chr17	3	STAT5B,STAT5A,STAT3	59	24	35	0.15151826437112217	0.1267212976260877	0.175	5.039207854758123
clust0013	clustered_cis_ohnolog	chr17	2	SP6,SP2	41	7	34	0.14434129322757694	0.08328475056217206	0.17	4.800515512880834
clust0047	clustered_cis_ohnolog	chr17	2	DLX4,DLX3	22	2	20	0.09707195679415451	0.07508634930169696	0.1	3.228427735653726
clust0070	clustered_cis_ohnolog	chr17	2	TBX2,TBX4	16	10	6	0.05608780545944676	0.11727866583789744	0.03	1.8653732010492698
clust0056	clustered_cis_ohnolog	chr19	2	MEF2B,BORCS8-MEF2B	27	12	15	0.10949304719150334	0.2575604730527355	0.075	3.6415294600878823
clust0017	clustered_cis_ohnolog	chr19	3	ZNF536,TSHZ3,ZNF507	10	8	2	0.004232309791533349	0.0036989498681324375	0.01	0.14075853385586543
clust0078	clustered_cis_ohnolog	chr19	2	CEBPA,CEBPG	15	4	11	0.05305002263467632	0.048337200309358085	0.055	1.764342350840098
clust0048	clustered_cis_ohnolog	chr19	2	TPRX1,CRX	14	0	14	0.057827821791175474	0.0	0.07	1.9232428183039794
clust0049	clustered_cis_ohnolog	chr2	2	SIX3,SIX2	4	4	0	0.014939309056956116	0.05904059040590406	0.0	0.4968528636262578
clust0050	clustered_cis_ohnolog	chr2	2	DLX1,DLX2	8	2	6	0.036670333700036674	0.11013215859030837	0.03	1.2195852056832648
clust0068	clustered_cis_ohnolog	chr2	2	STAT1,STAT4	33	12	21	0.07446923743500866	0.049355093445643594	0.105	2.4767044935334224
clust0051	clustered_cis_ohnolog	chr20	2	NKX2-4,NKX2-2	10	5	5	0.031377569430716755	0.04212335402994128	0.025	1.043557982892404
clust0021	clustered_cis_ohnolog	chr20	4	SALL4,ZFP64,TSHZ2,ZNF217	38	29	9	0.018741590944063257	0.015868013149658345	0.045	0.6233094913538827
clust0033	clustered_cis_ohnolog	chr21	2	ERG,ETS2	12	8	4	0.01860672819291456	0.017980437284234752	0.02	0.6188242140328712
clust0022	clustered_cis_ohnolog	chr22	2	ZNF280B,ZNF280A	16	1	15	0.06784001628160391	0.027894780886496138	0.075	2.2562292693364063
clust0058	clustered_cis_ohnolog	chr3	3	NR1D2,THRB,RARB	26	14	12	0.014033981667301795	0.008471263658399925	0.06	0.4667434051262618
clust0023	clustered_cis_ohnolog	chr3	4	ZNF660,ZNF35,ZNF502,ZNF501	14	7	7	0.039012428244998044	0.044063955684250276	0.035	1.2974787934731002
clust0024	clustered_cis_ohnolog	chr3	2	ZIC4,ZIC1	0	0	0	0.0	0.0	0.0	0.0
clust0052	clustered_cis_ohnolog	chr5	3	IRX4,IRX2,IRX1	6	1	5	0.003118519327023529	0.0005800497682701176	0.025	0.10371599195104744
clust0036	clustered_cis_ohnolog	chr6	3	FOXQ1,FOXF2,FOXC1	12	11	1	0.023913957580624912	0.03644809956295415	0.005	0.7953325190121773
clust0001	clustered_cis_ohnolog	chr6	2	TFAP2D,TFAP2B	0	0	0	0.0	0.0	0.0	0.0
clust0025	clustered_cis_ohnolog	chr7	2	SP8,SP4	10	10	0	0.010723366107514613	0.013651075773026293	0.0	0.35663865965411384
clust0053	clustered_cis_ohnolog	chr7	2	DLX6,DLX5	11	0	11	0.050137422116072694	0.0	0.055	1.6674748248554399
clust0054	clustered_cis_ohnolog	chr8	2	NKX3-1,NKX2-6	7	5	2	0.030693811689080457	0.17819594426030863	0.01	1.020817507368174
clust0028	clustered_cis_ohnolog	chr8	4	ZFP41,AC138696.1,GLI4,ZNF696	22	9	13	0.08691152012199217	0.16939263330259172	0.065	2.8905110330130164
clust0059	clustered_cis_ohnolog	chr9	2	NR5A1,NR6A1	30	10	20	0.06121512013467326	0.03447384297164527	0.1	2.035897886587724
