cluster_id	dup_class4	chrom	n_members	members	n_links_total	n_distinct_elem_total	n_enhancer_elem_min	n_enhancer_elem_max	n_enhancer_elem_sum	n_shared_enhancer_any	n_shared_enhancer_in_window	shared_frac	mean_open_enh	per_member
clust0074	clustered_SSD_tandem	chr21	2	OLIG2,OLIG1	0	0	0	0	0	0	0	nan	nan	OLIG2:links=0,enh=0;OLIG1:links=0,enh=0
clust0065	clustered_SSD_tandem	chr6	2	ZNF165,ZSCAN16	26	16	11	13	24	10	9	0.625	15.375195454545453	ZNF165:links=14,enh=13;ZSCAN16:links=12,enh=11
clust0066	clustered_SSD_tandem	chr6	3	ZSCAN31,ZSCAN12,ZSCAN23	39	28	0	19	37	11	5	0.39285714285714285	14.145020029239767	ZSCAN31:links=20,enh=19;ZSCAN12:links=19,enh=18;ZSCAN23:links=0,enh=0
clust0075	clustered_SSD_tandem	chr7	2	TWIST1,FERD3L	0	0	0	0	0	0	0	nan	nan	TWIST1:links=0,enh=0;FERD3L:links=0,enh=0
clust0026	clustered_SSD_tandem	chr7	2	ZNF107,ZNF138	37	24	15	20	35	13	4	0.5416666666666666	15.967651666666667	ZNF107:links=16,enh=15;ZNF138:links=21,enh=20
clust0037	clustered_SSD_tandem	chr7	2	GTF2IRD1,GTF2I	30	29	13	15	28	1	1	0.034482758620689655	10.696921025641025	GTF2IRD1:links=14,enh=13;GTF2I:links=16,enh=15
clust0027	clustered_SSD_tandem	chr7	2	REPIN1,ZNF775	33	19	15	16	31	14	14	0.7368421052631579	9.897735833333336	REPIN1:links=16,enh=15;ZNF775:links=17,enh=16
clust0029	clustered_SSD_tandem	chr9	3	DMRT1,DMRT3,DMRT2	0	0	0	0	0	0	0	nan	nan	DMRT1:links=0,enh=0;DMRT3:links=0,enh=0;DMRT2:links=0,enh=0
clust0004	clustered_SSD_tandem	chr9	2	ZBTB6,ZBTB26	26	19	11	13	24	7	2	0.3684210526315789	13.095006293706293	ZBTB6:links=14,enh=13;ZBTB26:links=12,enh=11
clust0005	clustered_SSD_tandem	chr9	2	ZBTB43,ZBTB34	31	22	10	19	29	9	7	0.4090909090909091	11.928161578947368	ZBTB43:links=20,enh=19;ZBTB34:links=11,enh=10
clust0055	clustered_SSD_tandem	chrX	3	RHOXF2B,RHOXF1,RHOXF2	21	21	0	20	20	0	0	0.0	9.69789	RHOXF2B:links=0,enh=0;RHOXF1:links=21,enh=20;RHOXF2:links=0,enh=0
clust0002	clustered_cis_ohnolog	chr1	2	ZBTB8B,ZBTB8A	0	0	0	0	0	0	0	nan	nan	ZBTB8B:links=0,enh=0;ZBTB8A:links=0,enh=0
clust0034	clustered_cis_ohnolog	chr1	2	FOXE3,FOXD2	0	0	0	0	0	0	0	nan	nan	FOXE3:links=0,enh=0;FOXD2:links=0,enh=0
clust0030	clustered_cis_ohnolog	chr1	2	ETV3L,ETV3	10	10	0	9	9	0	0	0.0	8.661211111111111	ETV3L:links=0,enh=0;ETV3:links=10,enh=9
clust0039	clustered_cis_ohnolog	chr1	2	PBX1,LMX1A	0	0	0	0	0	0	0	nan	nan	PBX1:links=0,enh=0;LMX1A:links=0,enh=0
clust0040	clustered_cis_ohnolog	chr10	2	TLX1,LBX1	0	0	0	0	0	0	0	nan	nan	TLX1:links=0,enh=0;LBX1:links=0,enh=0
clust0041	clustered_cis_ohnolog	chr10	2	HMX3,HMX2	0	0	0	0	0	0	0	nan	nan	HMX3:links=0,enh=0;HMX2:links=0,enh=0
clust0031	clustered_cis_ohnolog	chr11	2	ELF5,EHF	0	0	0	0	0	0	0	nan	nan	ELF5:links=0,enh=0;EHF:links=0,enh=0
clust0032	clustered_cis_ohnolog	chr11	2	ETS1,FLI1	54	51	24	28	52	3	3	0.058823529411764705	10.678490476190476	ETS1:links=25,enh=24;FLI1:links=29,enh=28
clust0007	clustered_cis_ohnolog	chr12	2	SP7,SP1	24	24	0	23	23	0	0	0.0	10.22918695652174	SP7:links=0,enh=0;SP1:links=24,enh=23
clust0076	clustered_cis_ohnolog	chr12	2	AC023509.3,ATF7	18	18	0	17	17	0	0	0.0	10.706252941176471	AC023509.3:links=0,enh=0;ATF7:links=18,enh=17
clust0071	clustered_cis_ohnolog	chr12	2	MYF6,MYF5	0	0	0	0	0	0	0	nan	nan	MYF6:links=0,enh=0;MYF5:links=0,enh=0
clust0069	clustered_cis_ohnolog	chr12	2	TBX5,TBX3	0	0	0	0	0	0	0	nan	nan	TBX5:links=0,enh=0;TBX3:links=0,enh=0
clust0043	clustered_cis_ohnolog	chr13	3	GSX1,PDX1,CDX2	0	0	0	0	0	0	0	nan	nan	GSX1:links=0,enh=0;PDX1:links=0,enh=0;CDX2:links=0,enh=0
clust0008	clustered_cis_ohnolog	chr13	2	KLF5,KLF12	31	25	11	18	29	6	2	0.24	10.264455808080807	KLF5:links=12,enh=11;KLF12:links=19,enh=18
clust0009	clustered_cis_ohnolog	chr13	2	ZIC5,ZIC2	0	0	0	0	0	0	0	nan	nan	ZIC5:links=0,enh=0;ZIC2:links=0,enh=0
clust0044	clustered_cis_ohnolog	chr14	2	NKX2-1,NKX2-8	0	0	0	0	0	0	0	nan	nan	NKX2-1:links=0,enh=0;NKX2-8:links=0,enh=0
clust0045	clustered_cis_ohnolog	chr14	3	SIX6,SIX1,SIX4	0	0	0	0	0	0	0	nan	nan	SIX6:links=0,enh=0;SIX1:links=0,enh=0;SIX4:links=0,enh=0
clust0077	clustered_cis_ohnolog	chr14	3	FOS,JDP2,BATF	47	41	14	15	44	6	6	0.14634146341463414	11.228441587301589	FOS:links=16,enh=15;JDP2:links=16,enh=15;BATF:links=15,enh=14
clust0046	clustered_cis_ohnolog	chr16	3	IRX3,IRX5,IRX6	0	0	0	0	0	0	0	nan	nan	IRX3:links=0,enh=0;IRX5:links=0,enh=0;IRX6:links=0,enh=0
clust0012	clustered_cis_ohnolog	chr16	2	ZNF469,ZFPM1	18	18	0	17	17	0	0	0.0	9.600982352941177	ZNF469:links=0,enh=0;ZFPM1:links=18,enh=17
clust0057	clustered_cis_ohnolog	chr17	2	THRA,NR1D1	44	31	19	23	42	13	13	0.41935483870967744	8.351035240274602	THRA:links=24,enh=23;NR1D1:links=20,enh=19
clust0067	clustered_cis_ohnolog	chr17	3	STAT5B,STAT5A,STAT3	58	38	16	21	55	14	14	0.3684210526315789	10.674874107142857	STAT5B:links=17,enh=16;STAT5A:links=19,enh=18;STAT3:links=22,enh=21
clust0013	clustered_cis_ohnolog	chr17	2	SP6,SP2	14	14	0	13	13	0	0	0.0	10.220323076923076	SP6:links=0,enh=0;SP2:links=14,enh=13
clust0047	clustered_cis_ohnolog	chr17	2	DLX4,DLX3	14	14	0	13	13	0	0	0.0	10.925761538461538	DLX4:links=14,enh=13;DLX3:links=0,enh=0
clust0070	clustered_cis_ohnolog	chr17	2	TBX2,TBX4	0	0	0	0	0	0	0	nan	nan	TBX2:links=0,enh=0;TBX4:links=0,enh=0
clust0056	clustered_cis_ohnolog	chr19	2	MEF2B,BORCS8-MEF2B	17	17	0	16	16	0	0	0.0	7.34708125	MEF2B:links=17,enh=16;BORCS8-MEF2B:links=0,enh=0
clust0017	clustered_cis_ohnolog	chr19	3	ZNF536,TSHZ3,ZNF507	11	11	0	10	10	0	0	0.0	6.650819999999999	ZNF536:links=0,enh=0;TSHZ3:links=0,enh=0;ZNF507:links=11,enh=10
clust0078	clustered_cis_ohnolog	chr19	2	CEBPA,CEBPG	33	24	11	20	31	9	7	0.375	7.625535454545455	CEBPA:links=21,enh=20;CEBPG:links=12,enh=11
clust0048	clustered_cis_ohnolog	chr19	2	TPRX1,CRX	0	0	0	0	0	0	0	nan	nan	TPRX1:links=0,enh=0;CRX:links=0,enh=0
clust0049	clustered_cis_ohnolog	chr2	2	SIX3,SIX2	0	0	0	0	0	0	0	nan	nan	SIX3:links=0,enh=0;SIX2:links=0,enh=0
clust0050	clustered_cis_ohnolog	chr2	2	DLX1,DLX2	0	0	0	0	0	0	0	nan	nan	DLX1:links=0,enh=0;DLX2:links=0,enh=0
clust0068	clustered_cis_ohnolog	chr2	2	STAT1,STAT4	25	21	6	17	23	4	4	0.19047619047619047	13.11829705882353	STAT1:links=7,enh=6;STAT4:links=18,enh=17
clust0051	clustered_cis_ohnolog	chr20	2	NKX2-4,NKX2-2	0	0	0	0	0	0	0	nan	nan	NKX2-4:links=0,enh=0;NKX2-2:links=0,enh=0
clust0021	clustered_cis_ohnolog	chr20	4	SALL4,ZFP64,TSHZ2,ZNF217	54	50	0	29	51	4	2	0.08	8.49801013584117	SALL4:links=0,enh=0;ZFP64:links=12,enh=11;TSHZ2:links=12,enh=11;ZNF217:links=30,enh=29
clust0033	clustered_cis_ohnolog	chr21	2	ERG,ETS2	15	15	0	14	14	0	0	0.0	10.220128571428573	ERG:links=0,enh=0;ETS2:links=15,enh=14
clust0022	clustered_cis_ohnolog	chr22	2	ZNF280B,ZNF280A	16	16	0	15	15	0	0	0.0	20.325733333333332	ZNF280B:links=16,enh=15;ZNF280A:links=0,enh=0
clust0058	clustered_cis_ohnolog	chr3	3	NR1D2,THRB,RARB	28	28	0	16	26	0	0	0.0	9.490860625	NR1D2:links=17,enh=16;THRB:links=11,enh=10;RARB:links=0,enh=0
clust0023	clustered_cis_ohnolog	chr3	4	ZNF660,ZNF35,ZNF502,ZNF501	47	28	6	16	43	8	4	0.2857142857142857	12.648263645833332	ZNF660:links=17,enh=16;ZNF35:links=12,enh=11;ZNF502:links=11,enh=10;ZNF501:links=7,enh=6
clust0024	clustered_cis_ohnolog	chr3	2	ZIC4,ZIC1	0	0	0	0	0	0	0	nan	nan	ZIC4:links=0,enh=0;ZIC1:links=0,enh=0
clust0052	clustered_cis_ohnolog	chr5	3	IRX4,IRX2,IRX1	0	0	0	0	0	0	0	nan	nan	IRX4:links=0,enh=0;IRX2:links=0,enh=0;IRX1:links=0,enh=0
clust0036	clustered_cis_ohnolog	chr6	3	FOXQ1,FOXF2,FOXC1	0	0	0	0	0	0	0	nan	nan	FOXQ1:links=0,enh=0;FOXF2:links=0,enh=0;FOXC1:links=0,enh=0
clust0001	clustered_cis_ohnolog	chr6	2	TFAP2D,TFAP2B	0	0	0	0	0	0	0	nan	nan	TFAP2D:links=0,enh=0;TFAP2B:links=0,enh=0
clust0025	clustered_cis_ohnolog	chr7	2	SP8,SP4	14	14	0	13	13	0	0	0.0	14.550623076923076	SP8:links=0,enh=0;SP4:links=14,enh=13
clust0053	clustered_cis_ohnolog	chr7	2	DLX6,DLX5	0	0	0	0	0	0	0	nan	nan	DLX6:links=0,enh=0;DLX5:links=0,enh=0
clust0054	clustered_cis_ohnolog	chr8	2	NKX3-1,NKX2-6	22	22	0	21	21	0	0	0.0	9.72562380952381	NKX3-1:links=22,enh=21;NKX2-6:links=0,enh=0
clust0028	clustered_cis_ohnolog	chr8	4	ZFP41,AC138696.1,GLI4,ZNF696	39	25	0	18	36	9	7	0.36	8.871964814814817	ZFP41:links=19,enh=18;AC138696.1:links=0,enh=0;GLI4:links=10,enh=9;ZNF696:links=10,enh=9
clust0059	clustered_cis_ohnolog	chr9	2	NR5A1,NR6A1	0	0	0	0	0	0	0	nan	nan	NR5A1:links=0,enh=0;NR6A1:links=0,enh=0
