id	ortholog	type	confidence	species	gene
ENSG00000185697	YDR026C	ortholog_many2many	0.0	scerevisiae	MYBL1
ENSG00000185697	YBR049C	ortholog_many2many	0.0	scerevisiae	MYBL1
ENSG00000187079	YBR083W	ortholog_one2many	0.0	scerevisiae	TEAD1
ENSG00000187821	YFR034C	ortholog_one2many	0.0	scerevisiae	HELT
ENSG00000197905	YBR083W	ortholog_one2many	0.0	scerevisiae	TEAD4
ENSG00000197921	YFR034C	ortholog_one2many	0.0	scerevisiae	HES5
ENSG00000205683	YOR244W	ortholog_one2many	0.0	scerevisiae	DPF3
ENSG00000220201	YKR034W	ortholog_many2many	0.0	scerevisiae	ZGLP1
ENSG00000220201	YJL110C	ortholog_many2many	0.0	scerevisiae	ZGLP1
ENSG00000221944	YDR081C	ortholog_one2many	0.0	scerevisiae	TIGD1
ENSG00000234616	YDR081C	ortholog_one2many	0.0	scerevisiae	JRK
ENSG00000257923	YKL179C	ortholog_one2many	0.0	scerevisiae	CUX1
ENSG00000268738	YGL073W	ortholog_many2many	0.0	scerevisiae	HSFX2
ENSG00000268738	YJR147W	ortholog_many2many	0.0	scerevisiae	HSFX2
ENSG00000272333	YHR119W	ortholog_one2one	0.0	scerevisiae	KMT2B
ENSG00000005513	WBGene00001182	ortholog_many2many	0.0	celegans	SOX8
ENSG00000005513	WBGene00015716	ortholog_many2many	0.0	celegans	SOX8
ENSG00000007866	WBGene00001208	ortholog_one2one	1.0	celegans	TEAD3
ENSG00000007968	WBGene00001162	ortholog_many2many	0.0	celegans	E2F2
ENSG00000007968	WBGene00009899	ortholog_many2many	0.0	celegans	E2F2
ENSG00000007968	WBGene00001161	ortholog_many2many	0.0	celegans	E2F2
ENSG00000008196	WBGene00019424	ortholog_one2many	1.0	celegans	TFAP2B
ENSG00000008197	WBGene00019424	ortholog_one2many	1.0	celegans	TFAP2D
ENSG00000008441	WBGene00003592	ortholog_one2many	0.0	celegans	NFIX
ENSG00000009950	WBGene00003378	ortholog_one2many	0.0	celegans	MLXIPL
ENSG00000010244	WBGene00007105	ortholog_one2one	1.0	celegans	ZNF207
ENSG00000010539	WBGene00022016	ortholog_many2many	0.0	celegans	ZNF200
ENSG00000010539	WBGene00012969	ortholog_many2many	0.0	celegans	ZNF200
ENSG00000010539	WBGene00009866	ortholog_many2many	0.0	celegans	ZNF200
ENSG00000010539	WBGene00019011	ortholog_many2many	0.0	celegans	ZNF200
ENSG00000010539	WBGene00010859	ortholog_many2many	0.0	celegans	ZNF200
ENSG00000010539	WBGene00011710	ortholog_many2many	0.0	celegans	ZNF200
ENSG00000010539	WBGene00271744	ortholog_many2many	0.0	celegans	ZNF200
ENSG00000010539	WBGene00019589	ortholog_many2many	0.0	celegans	ZNF200
ENSG00000011332	WBGene00016200	ortholog_one2many	0.0	celegans	DPF1
ENSG00000012504	WBGene00020062	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00021522	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00016772	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003714	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00008619	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00016517	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00008630	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00008830	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00021610	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00021611	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003632	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003698	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003725	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00044699	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003638	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003624	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003660	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003682	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00006790	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00010215	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003680	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003722	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00020460	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003615	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003676	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003699	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003646	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00018265	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00018266	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003712	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003677	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003694	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003693	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003617	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003716	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003724	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003686	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003718	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00010604	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003643	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00022805	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003669	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00010180	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00013512	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00016927	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00018404	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00016926	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00012050	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00010603	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00011566	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00018541	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00022640	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003641	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00022639	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00044353	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00010601	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00010602	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00014068	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00022637	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00006471	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00011568	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00018545	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00010600	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00010186	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003642	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00012056	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00008208	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00011565	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00008884	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003614	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003608	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00018544	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00008901	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00010017	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003640	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00016368	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00016365	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00016367	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003702	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00007367	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00011396	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00016366	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003653	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00011750	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00011520	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003692	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00020385	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00018412	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00012703	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003645	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00019116	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003649	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00019743	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003707	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003700	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00019115	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00020153	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00017512	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00020152	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00019741	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003721	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00020555	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003720	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003713	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003634	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00017503	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00019742	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003688	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003689	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00021163	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003708	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003728	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003658	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003704	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003644	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00008309	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003717	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00013067	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00016091	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00012449	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00018415	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00018622	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003723	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003667	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00008289	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003662	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00008778	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00011651	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00008056	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00010410	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00022726	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00008474	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00016233	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00012596	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00022756	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003663	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00009608	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00001062	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00015758	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003671	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003672	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00008158	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00014189	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00013584	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003655	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00012446	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003684	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00016364	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003651	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00021617	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003620	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00011002	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003611	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00014193	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00018189	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00011150	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00022097	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00013483	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00045515	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00013940	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00020750	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00018542	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00018539	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00015902	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00015900	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00015901	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003618	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00015497	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00020851	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00020852	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00017961	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003648	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00020015	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003696	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00020850	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00020849	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00015897	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003705	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003685	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000012504	WBGene00003715	ortholog_many2many	0.0	celegans	NR1H4
ENSG00000016082	WBGene00002989	ortholog_one2many	0.0	celegans	ISL1
ENSG00000020633	WBGene00004393	ortholog_one2many	0.0	celegans	RUNX3
ENSG00000025156	WBGene00002004	ortholog_one2many	0.0	celegans	HSF2
ENSG00000025434	WBGene00020062	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00021522	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00016772	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00003714	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00008619	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00016517	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00008630	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00008830	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00021610	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00021611	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00003632	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00003698	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00003725	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00044699	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00004786	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00003638	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00003624	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00003660	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00003682	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00006790	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00010215	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00003680	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00003722	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00020460	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00003615	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00003676	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00003699	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00003646	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00018265	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00018266	ortholog_many2many	0.0	celegans	NR1H3
ENSG00000025434	WBGene00003712	ortholog_many2many	0.0	celegans	NR1H3
