cluster_id	dup_class4	chrom	n_members	members	n_links_total	n_distinct_elem_total	n_enhancer_elem_min	n_enhancer_elem_max	n_enhancer_elem_sum	n_shared_enhancer_any	n_shared_enhancer_in_window	shared_frac	mean_open_enh	per_member
clust0026	clustered_SSD_tandem	chr7	2	ZNF107,ZNF138	38	23	15	21	36	15	2	0.6521739130434783	19.563059047619046	ZNF107:links=22,enh=21;ZNF138:links=16,enh=15
clust0037	clustered_SSD_tandem	chr7	2	GTF2IRD1,GTF2I	17	17	0	16	16	0	0	0.0	13.420725000000001	GTF2IRD1:links=0,enh=0;GTF2I:links=17,enh=16
clust0027	clustered_SSD_tandem	chr7	2	REPIN1,ZNF775	44	28	19	23	42	16	14	0.5714285714285714	7.609814530892449	REPIN1:links=20,enh=19;ZNF775:links=24,enh=23
clust0029	clustered_SSD_tandem	chr9	3	DMRT1,DMRT3,DMRT2	0	0	0	0	0	0	0	nan	nan	DMRT1:links=0,enh=0;DMRT3:links=0,enh=0;DMRT2:links=0,enh=0
clust0004	clustered_SSD_tandem	chr9	2	ZBTB6,ZBTB26	35	21	16	17	33	14	9	0.6666666666666666	10.919505147058823	ZBTB6:links=17,enh=16;ZBTB26:links=18,enh=17
clust0005	clustered_SSD_tandem	chr9	2	ZBTB43,ZBTB34	29	23	11	16	27	6	5	0.2608695652173913	12.51823096590909	ZBTB43:links=17,enh=16;ZBTB34:links=12,enh=11
clust0055	clustered_SSD_tandem	chrX	3	RHOXF2B,RHOXF1,RHOXF2	23	23	0	22	22	0	0	0.0	11.489540909090907	RHOXF2B:links=0,enh=0;RHOXF1:links=23,enh=22;RHOXF2:links=0,enh=0
clust0002	clustered_cis_ohnolog	chr1	2	ZBTB8B,ZBTB8A	16	16	0	15	15	0	0	0.0	9.400326666666668	ZBTB8B:links=0,enh=0;ZBTB8A:links=16,enh=15
clust0034	clustered_cis_ohnolog	chr1	2	FOXE3,FOXD2	16	16	0	15	15	0	0	0.0	5.843653333333333	FOXE3:links=0,enh=0;FOXD2:links=16,enh=15
clust0030	clustered_cis_ohnolog	chr1	2	ETV3L,ETV3	11	11	0	10	10	0	0	0.0	6.922940000000001	ETV3L:links=0,enh=0;ETV3:links=11,enh=10
clust0039	clustered_cis_ohnolog	chr1	2	PBX1,LMX1A	0	0	0	0	0	0	0	nan	nan	PBX1:links=0,enh=0;LMX1A:links=0,enh=0
clust0040	clustered_cis_ohnolog	chr10	2	TLX1,LBX1	0	0	0	0	0	0	0	nan	nan	TLX1:links=0,enh=0;LBX1:links=0,enh=0
clust0041	clustered_cis_ohnolog	chr10	2	HMX3,HMX2	0	0	0	0	0	0	0	nan	nan	HMX3:links=0,enh=0;HMX2:links=0,enh=0
clust0031	clustered_cis_ohnolog	chr11	2	ELF5,EHF	0	0	0	0	0	0	0	nan	nan	ELF5:links=0,enh=0;EHF:links=0,enh=0
clust0032	clustered_cis_ohnolog	chr11	2	ETS1,FLI1	50	50	24	24	48	0	0	0.0	10.190277083333333	ETS1:links=25,enh=24;FLI1:links=25,enh=24
clust0007	clustered_cis_ohnolog	chr12	2	SP7,SP1	21	21	0	20	20	0	0	0.0	10.424405	SP7:links=0,enh=0;SP1:links=21,enh=20
clust0076	clustered_cis_ohnolog	chr12	2	AC023509.3,ATF7	15	15	0	14	14	0	0	0.0	10.132742857142857	AC023509.3:links=0,enh=0;ATF7:links=15,enh=14
clust0071	clustered_cis_ohnolog	chr12	2	MYF6,MYF5	0	0	0	0	0	0	0	nan	nan	MYF6:links=0,enh=0;MYF5:links=0,enh=0
clust0069	clustered_cis_ohnolog	chr12	2	TBX5,TBX3	0	0	0	0	0	0	0	nan	nan	TBX5:links=0,enh=0;TBX3:links=0,enh=0
clust0043	clustered_cis_ohnolog	chr13	3	GSX1,PDX1,CDX2	0	0	0	0	0	0	0	nan	nan	GSX1:links=0,enh=0;PDX1:links=0,enh=0;CDX2:links=0,enh=0
clust0008	clustered_cis_ohnolog	chr13	2	KLF5,KLF12	44	41	15	27	42	3	2	0.07317073170731707	14.205240740740742	KLF5:links=16,enh=15;KLF12:links=28,enh=27
clust0009	clustered_cis_ohnolog	chr13	2	ZIC5,ZIC2	0	0	0	0	0	0	0	nan	nan	ZIC5:links=0,enh=0;ZIC2:links=0,enh=0
clust0044	clustered_cis_ohnolog	chr14	2	NKX2-1,NKX2-8	0	0	0	0	0	0	0	nan	nan	NKX2-1:links=0,enh=0;NKX2-8:links=0,enh=0
clust0045	clustered_cis_ohnolog	chr14	3	SIX6,SIX1,SIX4	0	0	0	0	0	0	0	nan	nan	SIX6:links=0,enh=0;SIX1:links=0,enh=0;SIX4:links=0,enh=0
clust0077	clustered_cis_ohnolog	chr14	3	FOS,JDP2,BATF	71	52	20	28	68	17	15	0.3269230769230769	10.986510714285714	FOS:links=21,enh=20;JDP2:links=29,enh=28;BATF:links=21,enh=20
clust0046	clustered_cis_ohnolog	chr16	3	IRX3,IRX5,IRX6	0	0	0	0	0	0	0	nan	nan	IRX3:links=0,enh=0;IRX5:links=0,enh=0;IRX6:links=0,enh=0
clust0012	clustered_cis_ohnolog	chr16	2	ZNF469,ZFPM1	41	36	17	22	39	5	5	0.1388888888888889	8.344994117647058	ZNF469:links=18,enh=17;ZFPM1:links=23,enh=22
clust0057	clustered_cis_ohnolog	chr17	2	THRA,NR1D1	39	29	17	20	37	10	10	0.3448275862068966	9.600422205882353	THRA:links=21,enh=20;NR1D1:links=18,enh=17
clust0067	clustered_cis_ohnolog	chr17	3	STAT5B,STAT5A,STAT3	70	39	15	27	67	22	21	0.5641025641025641	10.665872395061728	STAT5B:links=16,enh=15;STAT5A:links=26,enh=25;STAT3:links=28,enh=27
clust0013	clustered_cis_ohnolog	chr17	2	SP6,SP2	19	19	0	18	18	0	0	0.0	7.887544444444444	SP6:links=0,enh=0;SP2:links=19,enh=18
clust0047	clustered_cis_ohnolog	chr17	2	DLX4,DLX3	0	0	0	0	0	0	0	nan	nan	DLX4:links=0,enh=0;DLX3:links=0,enh=0
clust0070	clustered_cis_ohnolog	chr17	2	TBX2,TBX4	0	0	0	0	0	0	0	nan	nan	TBX2:links=0,enh=0;TBX4:links=0,enh=0
clust0056	clustered_cis_ohnolog	chr19	2	MEF2B,BORCS8-MEF2B	21	21	0	20	20	0	0	0.0	7.03845	MEF2B:links=21,enh=20;BORCS8-MEF2B:links=0,enh=0
clust0017	clustered_cis_ohnolog	chr19	3	ZNF536,TSHZ3,ZNF507	34	32	0	19	32	2	1	0.0625	9.174284412955465	ZNF536:links=0,enh=0;TSHZ3:links=14,enh=13;ZNF507:links=20,enh=19
clust0078	clustered_cis_ohnolog	chr19	2	CEBPA,CEBPG	39	28	18	19	37	11	8	0.39285714285714285	8.61452119883041	CEBPA:links=20,enh=19;CEBPG:links=19,enh=18
clust0048	clustered_cis_ohnolog	chr19	2	TPRX1,CRX	0	0	0	0	0	0	0	nan	nan	TPRX1:links=0,enh=0;CRX:links=0,enh=0
clust0049	clustered_cis_ohnolog	chr2	2	SIX3,SIX2	0	0	0	0	0	0	0	nan	nan	SIX3:links=0,enh=0;SIX2:links=0,enh=0
clust0050	clustered_cis_ohnolog	chr2	2	DLX1,DLX2	0	0	0	0	0	0	0	nan	nan	DLX1:links=0,enh=0;DLX2:links=0,enh=0
clust0068	clustered_cis_ohnolog	chr2	2	STAT1,STAT4	55	43	25	28	53	12	12	0.27906976744186046	9.81197207142857	STAT1:links=26,enh=25;STAT4:links=29,enh=28
clust0051	clustered_cis_ohnolog	chr20	2	NKX2-4,NKX2-2	0	0	0	0	0	0	0	nan	nan	NKX2-4:links=0,enh=0;NKX2-2:links=0,enh=0
clust0021	clustered_cis_ohnolog	chr20	4	SALL4,ZFP64,TSHZ2,ZNF217	62	60	0	35	59	2	2	0.03333333333333333	9.63990905094905	SALL4:links=0,enh=0;ZFP64:links=12,enh=11;TSHZ2:links=14,enh=13;ZNF217:links=36,enh=35
clust0033	clustered_cis_ohnolog	chr21	2	ERG,ETS2	15	15	0	14	14	0	0	0.0	9.233942857142859	ERG:links=0,enh=0;ETS2:links=15,enh=14
clust0022	clustered_cis_ohnolog	chr22	2	ZNF280B,ZNF280A	19	19	0	18	18	0	0	0.0	7.280383333333333	ZNF280B:links=19,enh=18;ZNF280A:links=0,enh=0
clust0058	clustered_cis_ohnolog	chr3	3	NR1D2,THRB,RARB	15	15	0	14	14	0	0	0.0	8.019478571428571	NR1D2:links=15,enh=14;THRB:links=0,enh=0;RARB:links=0,enh=0
clust0023	clustered_cis_ohnolog	chr3	4	ZNF660,ZNF35,ZNF502,ZNF501	58	32	11	16	54	13	6	0.40625	10.274479178633866	ZNF660:links=12,enh=11;ZNF35:links=15,enh=14;ZNF502:links=14,enh=13;ZNF501:links=17,enh=16
clust0024	clustered_cis_ohnolog	chr3	2	ZIC4,ZIC1	0	0	0	0	0	0	0	nan	nan	ZIC4:links=0,enh=0;ZIC1:links=0,enh=0
clust0052	clustered_cis_ohnolog	chr5	3	IRX4,IRX2,IRX1	0	0	0	0	0	0	0	nan	nan	IRX4:links=0,enh=0;IRX2:links=0,enh=0;IRX1:links=0,enh=0
clust0036	clustered_cis_ohnolog	chr6	3	FOXQ1,FOXF2,FOXC1	0	0	0	0	0	0	0	nan	nan	FOXQ1:links=0,enh=0;FOXF2:links=0,enh=0;FOXC1:links=0,enh=0
clust0001	clustered_cis_ohnolog	chr6	2	TFAP2D,TFAP2B	0	0	0	0	0	0	0	nan	nan	TFAP2D:links=0,enh=0;TFAP2B:links=0,enh=0
clust0025	clustered_cis_ohnolog	chr7	2	SP8,SP4	22	22	0	21	21	0	0	0.0	12.473547619047618	SP8:links=0,enh=0;SP4:links=22,enh=21
clust0053	clustered_cis_ohnolog	chr7	2	DLX6,DLX5	0	0	0	0	0	0	0	nan	nan	DLX6:links=0,enh=0;DLX5:links=0,enh=0
clust0054	clustered_cis_ohnolog	chr8	2	NKX3-1,NKX2-6	18	18	0	17	17	0	0	0.0	6.848705882352942	NKX3-1:links=18,enh=17;NKX2-6:links=0,enh=0
clust0028	clustered_cis_ohnolog	chr8	4	ZFP41,AC138696.1,GLI4,ZNF696	66	35	0	24	63	18	13	0.5142857142857142	8.272374400584797	ZFP41:links=25,enh=24;AC138696.1:links=0,enh=0;GLI4:links=21,enh=20;ZNF696:links=20,enh=19
clust0059	clustered_cis_ohnolog	chr9	2	NR5A1,NR6A1	0	0	0	0	0	0	0	nan	nan	NR5A1:links=0,enh=0;NR6A1:links=0,enh=0
