cluster_id	dup_class4	chrom	n_members	members	n_pair_enh_elem	ctcf_mean_pair_enh	ctcf_max_pair_enh	n_pair_prom_elem	ctcf_mean_pair_prom	n_shared_enh	ctcf_mean_shared_enh	n_win_elem	ctcf_mean_window
clust0039	clustered_cis_ohnolog	chr1	2	PBX1,LMX1A	0	nan	nan	0	nan	0	nan	3	14.1473
clust0040	clustered_cis_ohnolog	chr10	2	TLX1,LBX1	0	nan	nan	0	nan	0	nan	24	14.662012499999998
clust0041	clustered_cis_ohnolog	chr10	2	HMX3,HMX2	0	nan	nan	0	nan	0	nan	10	7.272059999999999
clust0031	clustered_cis_ohnolog	chr11	2	ELF5,EHF	0	nan	nan	0	nan	0	nan	6	6.195283333333333
clust0032	clustered_cis_ohnolog	chr11	2	ETS1,FLI1	48	1.9597854166666666	17.659	2	1.2156500000000001	0	nan	81	3.0056543209876545
clust0007	clustered_cis_ohnolog	chr12	2	SP7,SP1	20	8.291139999999999	35.3696	1	0.3741	0	nan	52	6.645036538461539
clust0076	clustered_cis_ohnolog	chr12	2	AC023509.3,ATF7	14	8.129135714285715	35.3696	1	0.5745	0	nan	32	8.816234374999999
clust0071	clustered_cis_ohnolog	chr12	2	MYF6,MYF5	0	nan	nan	0	nan	0	nan	0	nan
clust0069	clustered_cis_ohnolog	chr12	2	TBX5,TBX3	0	nan	nan	0	nan	0	nan	1	12.6489
clust0043	clustered_cis_ohnolog	chr13	3	GSX1,PDX1,CDX2	0	nan	nan	0	nan	0	nan	0	nan
clust0008	clustered_cis_ohnolog	chr13	2	KLF5,KLF12	39	2.5473282051282053	22.5433	2	1.0497999999999998	3	0.7059333333333333	58	2.6669431034482756
clust0009	clustered_cis_ohnolog	chr13	2	ZIC5,ZIC2	0	nan	nan	0	nan	0	nan	4	3.5799
clust0044	clustered_cis_ohnolog	chr14	2	NKX2-1,NKX2-8	0	nan	nan	0	nan	0	nan	0	nan
clust0045	clustered_cis_ohnolog	chr14	3	SIX6,SIX1,SIX4	0	nan	nan	0	nan	0	nan	7	1.9625857142857144
clust0077	clustered_cis_ohnolog	chr14	3	FOS,JDP2,BATF	49	4.399436734693877	34.9644	3	1.7947999999999997	17	3.7351117647058816	66	4.427425757575757
clust0046	clustered_cis_ohnolog	chr16	3	IRX3,IRX5,IRX6	0	nan	nan	0	nan	0	nan	3	0.7709333333333334
clust0012	clustered_cis_ohnolog	chr16	2	ZNF469,ZFPM1	34	6.285694117647059	35.2291	2	0.38830000000000003	5	8.74868	35	6.342505714285714
clust0057	clustered_cis_ohnolog	chr17	2	THRA,NR1D1	27	6.993985185185186	34.4526	2	3.99965	10	9.54844	46	8.505323913043478
clust0067	clustered_cis_ohnolog	chr17	3	STAT5B,STAT5A,STAT3	36	6.473441666666668	49.5261	3	1.9901666666666669	22	4.775236363636363	60	5.98049
clust0013	clustered_cis_ohnolog	chr17	2	SP6,SP2	18	11.69162222222222	30.4443	1	6.9871	0	nan	42	10.933183333333332
clust0047	clustered_cis_ohnolog	chr17	2	DLX4,DLX3	0	nan	nan	0	nan	0	nan	24	15.558404166666667
clust0070	clustered_cis_ohnolog	chr17	2	TBX2,TBX4	0	nan	nan	0	nan	0	nan	13	10.359169230769233
clust0056	clustered_cis_ohnolog	chr19	2	MEF2B,BORCS8-MEF2B	20	10.696105	36.1903	1	1.2148	0	nan	25	11.190760000000001
clust0017	clustered_cis_ohnolog	chr19	3	ZNF536,TSHZ3,ZNF507	30	6.39141	23.8493	2	1.9513500000000001	2	2.03135	22	5.436304545454545
clust0078	clustered_cis_ohnolog	chr19	2	CEBPA,CEBPG	26	8.888057692307692	33.0244	2	3.31655	11	10.388399999999999	18	10.639483333333333
clust0048	clustered_cis_ohnolog	chr19	2	TPRX1,CRX	0	nan	nan	0	nan	0	nan	23	13.65347391304348
clust0049	clustered_cis_ohnolog	chr2	2	SIX3,SIX2	0	nan	nan	0	nan	0	nan	7	12.454157142857142
clust0050	clustered_cis_ohnolog	chr2	2	DLX1,DLX2	0	nan	nan	0	nan	0	nan	7	8.375342857142858
clust0068	clustered_cis_ohnolog	chr2	2	STAT1,STAT4	41	3.593290243902439	34.8103	2	3.14005	12	3.8783333333333334	78	3.9580064102564108
clust0051	clustered_cis_ohnolog	chr20	2	NKX2-4,NKX2-2	0	nan	nan	0	nan	0	nan	21	7.708390476190477
clust0021	clustered_cis_ohnolog	chr20	4	SALL4,ZFP64,TSHZ2,ZNF217	57	5.277487719298246	36.856	3	6.7572	2	0.7131	71	4.66853661971831
clust0033	clustered_cis_ohnolog	chr21	2	ERG,ETS2	14	5.920878571428571	37.7574	1	6.0434	0	nan	13	6.683446153846156
clust0022	clustered_cis_ohnolog	chr22	2	ZNF280B,ZNF280A	18	8.306994444444443	22.0386	1	22.4836	0	nan	6	13.47745
clust0058	clustered_cis_ohnolog	chr3	3	NR1D2,THRB,RARB	14	2.9382571428571427	28.8486	1	5.086	0	nan	29	7.33666551724138
clust0023	clustered_cis_ohnolog	chr3	4	ZNF660,ZNF35,ZNF502,ZNF501	28	7.8903678571428575	36.9895	4	2.6718750000000004	13	4.869507692307692	15	3.123846666666667
clust0024	clustered_cis_ohnolog	chr3	2	ZIC4,ZIC1	0	nan	nan	0	nan	0	nan	0	nan
clust0052	clustered_cis_ohnolog	chr5	3	IRX4,IRX2,IRX1	0	nan	nan	0	nan	0	nan	8	1.7273625
clust0036	clustered_cis_ohnolog	chr6	3	FOXQ1,FOXF2,FOXC1	0	nan	nan	0	nan	0	nan	15	12.26182
clust0001	clustered_cis_ohnolog	chr6	2	TFAP2D,TFAP2B	0	nan	nan	0	nan	0	nan	0	nan
clust0025	clustered_cis_ohnolog	chr7	2	SP8,SP4	21	5.0052	28.9131	1	1.4175	0	nan	19	3.00308947368421
clust0053	clustered_cis_ohnolog	chr7	2	DLX6,DLX5	0	nan	nan	0	nan	0	nan	3	13.420766666666665
clust0054	clustered_cis_ohnolog	chr8	2	NKX3-1,NKX2-6	17	9.687294117647056	36.9332	1	1.1283	0	nan	11	7.465427272727272
clust0028	clustered_cis_ohnolog	chr8	4	ZFP41,AC138696.1,GLI4,ZNF696	32	7.495893749999999	24.2231	3	1.2993333333333332	18	6.534522222222221	28	6.783689285714287
clust0059	clustered_cis_ohnolog	chr9	2	NR5A1,NR6A1	0	nan	nan	0	nan	0	nan	25	13.250736000000002
