cluster_id	dup_class4	chrom	n_members	members	elem_win	elem_body	elem_flank	elem_per_kb_window	elem_per_kb_body	elem_per_kb_flank	obs_exp_window
clust0026	clustered_SSD_tandem	chr7	2	ZNF107,ZNF138	12	4	8	0.03264577699669734	0.023868911935649415	0.04	1.056206808057987
clust0037	clustered_SSD_tandem	chr7	2	GTF2IRD1,GTF2I	30	10	20	0.05918303735238764	0.032583691210875135	0.1	1.914781411986789
clust0027	clustered_SSD_tandem	chr7	2	REPIN1,ZNF775	35	4	31	0.15188269448579028	0.1314017279327223	0.155	4.9139444883885615
clust0029	clustered_SSD_tandem	chr9	3	DMRT1,DMRT3,DMRT2	9	5	4	0.02164179463379679	0.02316294669742706	0.02	0.7001889044675353
clust0004	clustered_SSD_tandem	chr9	2	ZBTB6,ZBTB26	22	2	20	0.09845338679650581	0.08526603001364257	0.1	3.185316661979152
clust0005	clustered_SSD_tandem	chr9	2	ZBTB43,ZBTB34	17	5	12	0.06052579110769318	0.06182609555841329	0.06	1.9582242639686125
clust0055	clustered_SSD_tandem	chrX	3	RHOXF2B,RHOXF1,RHOXF2	18	13	5	0.04825698452827457	0.07514320560915129	0.025	1.5612848056968882
clust0002	clustered_cis_ohnolog	chr1	2	ZBTB8B,ZBTB8A	17	3	14	0.04987253167639181	0.02129638174474157	0.07	1.6135534926009467
clust0034	clustered_cis_ohnolog	chr1	2	FOXE3,FOXD2	12	8	4	0.05347450602925055	0.3277882487912808	0.02	1.7300901532025474
clust0030	clustered_cis_ohnolog	chr1	2	ETV3L,ETV3	15	2	13	0.06086896534932699	0.043074669940341585	0.065	1.9693271692663001
clust0039	clustered_cis_ohnolog	chr1	2	PBX1,LMX1A	5	2	3	0.004994351388579517	0.0024964706146685125	0.015	0.161585001912658
clust0040	clustered_cis_ohnolog	chr10	2	TLX1,LBX1	19	2	17	0.06372353377179596	0.020374275439829673	0.085	2.061682594048626
clust0041	clustered_cis_ohnolog	chr10	2	HMX3,HMX2	11	2	9	0.051233803131782656	0.13603591348115904	0.045	1.6575954579352157
clust0031	clustered_cis_ohnolog	chr11	2	ELF5,EHF	4	2	2	0.010403202105608106	0.010840284665875326	0.01	0.33658052895043905
clust0032	clustered_cis_ohnolog	chr11	2	ETS1,FLI1	57	49	8	0.10279419880037367	0.13822050966697322	0.04	3.325757344136875
clust0007	clustered_cis_ohnolog	chr12	2	SP7,SP1	51	16	35	0.1759403320787523	0.1780329583514148	0.175	5.692294491025927
clust0076	clustered_cis_ohnolog	chr12	2	AC023509.3,ATF7	32	11	21	0.1000878896781236	0.09188182326948939	0.105	3.2381986341720563
clust0071	clustered_cis_ohnolog	chr12	2	MYF6,MYF5	1	0	1	0.004716158029023237	0.0	0.005	0.1525844588914399
clust0069	clustered_cis_ohnolog	chr12	2	TBX5,TBX3	2	2	0	0.0037717061690026098	0.006055761451444905	0.0	0.12202808755625213
clust0043	clustered_cis_ohnolog	chr13	3	GSX1,PDX1,CDX2	1	0	1	0.002653702445652174	0.0	0.005	0.08585669717530423
clust0008	clustered_cis_ohnolog	chr13	2	KLF5,KLF12	36	31	5	0.02813757397837158	0.028718914091537366	0.025	0.9103504321921301
clust0009	clustered_cis_ohnolog	chr13	2	ZIC5,ZIC2	0	0	0	0.0	0.0	0.0	0.0
clust0044	clustered_cis_ohnolog	chr14	2	NKX2-1,NKX2-8	0	0	0	0.0	0.0	0.0	0.0
clust0045	clustered_cis_ohnolog	chr14	3	SIX6,SIX1,SIX4	8	5	3	0.01926759070820438	0.023233660927952416	0.015	0.6233749768902445
clust0077	clustered_cis_ohnolog	chr14	3	FOS,JDP2,BATF	58	38	20	0.12388741624249468	0.14170274493133012	0.1	4.008197828505483
clust0046	clustered_cis_ohnolog	chr16	3	IRX3,IRX5,IRX6	5	5	0	0.004008170254246255	0.004773488427154657	0.0	0.12967854037656054
clust0012	clustered_cis_ohnolog	chr16	2	ZNF469,ZFPM1	28	15	13	0.07907996113784767	0.09735707980684355	0.065	2.5585175486313485
clust0057	clustered_cis_ohnolog	chr17	2	THRA,NR1D1	43	14	29	0.17746668372547966	0.33097709165701317	0.145	5.741677386734829
clust0067	clustered_cis_ohnolog	chr17	3	STAT5B,STAT5A,STAT3	66	33	33	0.16949500760159428	0.17424178423587058	0.165	5.483765357422957
clust0013	clustered_cis_ohnolog	chr17	2	SP6,SP2	40	7	33	0.14082077388056288	0.08328475056217206	0.165	4.556052076925354
clust0047	clustered_cis_ohnolog	chr17	2	DLX4,DLX3	15	0	15	0.06618542508692353	0.0	0.075	2.141333520047405
clust0070	clustered_cis_ohnolog	chr17	2	TBX2,TBX4	8	6	2	0.02804390272972338	0.07036719950273845	0.01	0.9073198346801906
clust0056	clustered_cis_ohnolog	chr19	2	MEF2B,BORCS8-MEF2B	25	10	15	0.10138245110324383	0.21463372754394625	0.075	3.28008229314576
clust0017	clustered_cis_ohnolog	chr19	3	ZNF536,TSHZ3,ZNF507	20	18	2	0.008464619583066699	0.008322637203297985	0.01	0.27386050061422873
clust0078	clustered_cis_ohnolog	chr19	2	CEBPA,CEBPG	12	2	10	0.042440018107741055	0.024168600154679042	0.05	1.3730852864686045
clust0048	clustered_cis_ohnolog	chr19	2	TPRX1,CRX	24	3	21	0.09913340878487224	0.0712622927454986	0.105	3.2073177879996604
clust0049	clustered_cis_ohnolog	chr2	2	SIX3,SIX2	0	0	0	0.0	0.0	0.0	0.0
clust0050	clustered_cis_ohnolog	chr2	2	DLX1,DLX2	8	3	5	0.036670333700036674	0.16519823788546256	0.025	1.186415508249514
clust0068	clustered_cis_ohnolog	chr2	2	STAT1,STAT4	59	36	23	0.13314196995956093	0.14806528033693078	0.115	4.307615503339584
clust0051	clustered_cis_ohnolog	chr20	2	NKX2-4,NKX2-2	20	4	16	0.06275513886143351	0.03369868322395302	0.08	2.0303515800152647
clust0021	clustered_cis_ohnolog	chr20	4	SALL4,ZFP64,TSHZ2,ZNF217	54	43	11	0.02663278713103726	0.02352843329087272	0.055	0.8616652343182545
clust0033	clustered_cis_ohnolog	chr21	2	ERG,ETS2	13	11	2	0.020157288875657438	0.024723101265822785	0.01	0.6521598718454388
clust0022	clustered_cis_ohnolog	chr22	2	ZNF280B,ZNF280A	0	0	0	0.0	0.0	0.0	0.0
clust0058	clustered_cis_ohnolog	chr3	3	NR1D2,THRB,RARB	18	4	14	0.009715833461978166	0.002420361045257121	0.07	0.3143417125448447
clust0023	clustered_cis_ohnolog	chr3	4	ZNF660,ZNF35,ZNF502,ZNF501	11	5	6	0.030652622192498466	0.03147425406017877	0.03	0.9917211726288989
clust0024	clustered_cis_ohnolog	chr3	2	ZIC4,ZIC1	0	0	0	0.0	0.0	0.0	0.0
clust0052	clustered_cis_ohnolog	chr5	3	IRX4,IRX2,IRX1	6	0	6	0.003118519327023529	0.0	0.03	0.10089517381056318
clust0036	clustered_cis_ohnolog	chr6	3	FOXQ1,FOXF2,FOXC1	14	14	0	0.02789961717739573	0.04638849035285074	0.0	0.9026516847173857
clust0001	clustered_cis_ohnolog	chr6	2	TFAP2D,TFAP2B	0	0	0	0.0	0.0	0.0	0.0
clust0025	clustered_cis_ohnolog	chr7	2	SP8,SP4	28	24	4	0.030025425101040917	0.0327625818552631	0.02	0.9714291195998456
clust0053	clustered_cis_ohnolog	chr7	2	DLX6,DLX5	4	0	4	0.01823178986039007	0.0	0.02	0.5898631414279
clust0054	clustered_cis_ohnolog	chr8	2	NKX3-1,NKX2-6	0	0	0	0.0	0.0	0.0	0.0
clust0028	clustered_cis_ohnolog	chr8	4	ZFP41,AC138696.1,GLI4,ZNF696	28	10	18	0.11061466197344458	0.18821403700287967	0.09	3.578777097546325
clust0059	clustered_cis_ohnolog	chr9	2	NR5A1,NR6A1	20	4	16	0.04081008008978218	0.013789537188658106	0.08	1.320351003824486
