cluster_id	dup_class4	chrom	n_members	members	n_links_total	n_distinct_elem_total	n_enhancer_elem_min	n_enhancer_elem_max	n_enhancer_elem_sum	n_shared_enhancer_any	n_shared_enhancer_in_window	shared_frac	mean_open_enh	per_member
clust0034	clustered_cis_ohnolog	chr1	2	FOXE3,FOXD2	0	0	0	0	0	0	0	nan	nan	FOXE3:links=0,enh=0;FOXD2:links=0,enh=0
clust0030	clustered_cis_ohnolog	chr1	2	ETV3L,ETV3	10	10	0	9	9	0	0	0.0	5.610733333333333	ETV3L:links=0,enh=0;ETV3:links=10,enh=9
clust0039	clustered_cis_ohnolog	chr1	2	PBX1,LMX1A	10	10	0	9	9	0	0	0.0	12.281233333333335	PBX1:links=10,enh=9;LMX1A:links=0,enh=0
clust0040	clustered_cis_ohnolog	chr10	2	TLX1,LBX1	0	0	0	0	0	0	0	nan	nan	TLX1:links=0,enh=0;LBX1:links=0,enh=0
clust0041	clustered_cis_ohnolog	chr10	2	HMX3,HMX2	0	0	0	0	0	0	0	nan	nan	HMX3:links=0,enh=0;HMX2:links=0,enh=0
clust0031	clustered_cis_ohnolog	chr11	2	ELF5,EHF	0	0	0	0	0	0	0	nan	nan	ELF5:links=0,enh=0;EHF:links=0,enh=0
clust0032	clustered_cis_ohnolog	chr11	2	ETS1,FLI1	44	44	18	24	42	0	0	0.0	9.308661805555555	ETS1:links=19,enh=18;FLI1:links=25,enh=24
clust0007	clustered_cis_ohnolog	chr12	2	SP7,SP1	21	21	0	20	20	0	0	0.0	9.7618	SP7:links=0,enh=0;SP1:links=21,enh=20
clust0076	clustered_cis_ohnolog	chr12	2	AC023509.3,ATF7	9	9	0	8	8	0	0	0.0	11.126962500000001	AC023509.3:links=0,enh=0;ATF7:links=9,enh=8
clust0071	clustered_cis_ohnolog	chr12	2	MYF6,MYF5	0	0	0	0	0	0	0	nan	nan	MYF6:links=0,enh=0;MYF5:links=0,enh=0
clust0069	clustered_cis_ohnolog	chr12	2	TBX5,TBX3	0	0	0	0	0	0	0	nan	nan	TBX5:links=0,enh=0;TBX3:links=0,enh=0
clust0043	clustered_cis_ohnolog	chr13	3	GSX1,PDX1,CDX2	0	0	0	0	0	0	0	nan	nan	GSX1:links=0,enh=0;PDX1:links=0,enh=0;CDX2:links=0,enh=0
clust0008	clustered_cis_ohnolog	chr13	2	KLF5,KLF12	41	40	11	28	39	1	1	0.025	11.670663149350649	KLF5:links=12,enh=11;KLF12:links=29,enh=28
clust0009	clustered_cis_ohnolog	chr13	2	ZIC5,ZIC2	0	0	0	0	0	0	0	nan	nan	ZIC5:links=0,enh=0;ZIC2:links=0,enh=0
clust0044	clustered_cis_ohnolog	chr14	2	NKX2-1,NKX2-8	0	0	0	0	0	0	0	nan	nan	NKX2-1:links=0,enh=0;NKX2-8:links=0,enh=0
clust0045	clustered_cis_ohnolog	chr14	3	SIX6,SIX1,SIX4	11	11	0	10	10	0	0	0.0	11.762809999999998	SIX6:links=0,enh=0;SIX1:links=0,enh=0;SIX4:links=11,enh=10
clust0077	clustered_cis_ohnolog	chr14	3	FOS,JDP2,BATF	70	53	17	26	67	16	16	0.3018867924528302	10.28808555806938	FOS:links=18,enh=17;JDP2:links=27,enh=26;BATF:links=25,enh=24
clust0046	clustered_cis_ohnolog	chr16	3	IRX3,IRX5,IRX6	27	21	0	18	25	6	3	0.2857142857142857	12.092669841269842	IRX3:links=19,enh=18;IRX5:links=8,enh=7;IRX6:links=0,enh=0
clust0012	clustered_cis_ohnolog	chr16	2	ZNF469,ZFPM1	18	18	0	17	17	0	0	0.0	7.9834000000000005	ZNF469:links=0,enh=0;ZFPM1:links=18,enh=17
clust0057	clustered_cis_ohnolog	chr17	2	THRA,NR1D1	43	28	18	23	41	15	15	0.5357142857142857	8.471150120772947	THRA:links=24,enh=23;NR1D1:links=19,enh=18
clust0067	clustered_cis_ohnolog	chr17	3	STAT5B,STAT5A,STAT3	62	37	19	20	59	18	18	0.4864864864864865	10.94719789473684	STAT5B:links=20,enh=19;STAT5A:links=21,enh=20;STAT3:links=21,enh=20
clust0013	clustered_cis_ohnolog	chr17	2	SP6,SP2	14	14	0	13	13	0	0	0.0	8.235415384615385	SP6:links=0,enh=0;SP2:links=14,enh=13
clust0047	clustered_cis_ohnolog	chr17	2	DLX4,DLX3	0	0	0	0	0	0	0	nan	nan	DLX4:links=0,enh=0;DLX3:links=0,enh=0
clust0070	clustered_cis_ohnolog	chr17	2	TBX2,TBX4	0	0	0	0	0	0	0	nan	nan	TBX2:links=0,enh=0;TBX4:links=0,enh=0
clust0056	clustered_cis_ohnolog	chr19	2	MEF2B,BORCS8-MEF2B	18	18	0	17	17	0	0	0.0	6.7249470588235285	MEF2B:links=18,enh=17;BORCS8-MEF2B:links=0,enh=0
clust0017	clustered_cis_ohnolog	chr19	3	ZNF536,TSHZ3,ZNF507	25	25	0	12	23	0	0	0.0	8.337100757575758	ZNF536:links=0,enh=0;TSHZ3:links=12,enh=11;ZNF507:links=13,enh=12
clust0078	clustered_cis_ohnolog	chr19	2	CEBPA,CEBPG	15	15	0	14	14	0	0	0.0	10.324471428571428	CEBPA:links=0,enh=0;CEBPG:links=15,enh=14
clust0048	clustered_cis_ohnolog	chr19	2	TPRX1,CRX	0	0	0	0	0	0	0	nan	nan	TPRX1:links=0,enh=0;CRX:links=0,enh=0
clust0049	clustered_cis_ohnolog	chr2	2	SIX3,SIX2	0	0	0	0	0	0	0	nan	nan	SIX3:links=0,enh=0;SIX2:links=0,enh=0
clust0050	clustered_cis_ohnolog	chr2	2	DLX1,DLX2	0	0	0	0	0	0	0	nan	nan	DLX1:links=0,enh=0;DLX2:links=0,enh=0
clust0068	clustered_cis_ohnolog	chr2	2	STAT1,STAT4	45	39	17	26	43	6	6	0.15384615384615385	9.27977319004525	STAT1:links=18,enh=17;STAT4:links=27,enh=26
clust0051	clustered_cis_ohnolog	chr20	2	NKX2-4,NKX2-2	0	0	0	0	0	0	0	nan	nan	NKX2-4:links=0,enh=0;NKX2-2:links=0,enh=0
clust0021	clustered_cis_ohnolog	chr20	4	SALL4,ZFP64,TSHZ2,ZNF217	66	64	0	34	63	2	2	0.03125	9.32600016339869	SALL4:links=0,enh=0;ZFP64:links=13,enh=12;TSHZ2:links=18,enh=17;ZNF217:links=35,enh=34
clust0033	clustered_cis_ohnolog	chr21	2	ERG,ETS2	10	10	0	9	9	0	0	0.0	9.991444444444445	ERG:links=0,enh=0;ETS2:links=10,enh=9
clust0022	clustered_cis_ohnolog	chr22	2	ZNF280B,ZNF280A	0	0	0	0	0	0	0	nan	nan	ZNF280B:links=0,enh=0;ZNF280A:links=0,enh=0
clust0058	clustered_cis_ohnolog	chr3	3	NR1D2,THRB,RARB	13	13	0	12	12	0	0	0.0	7.772941666666667	NR1D2:links=13,enh=12;THRB:links=0,enh=0;RARB:links=0,enh=0
clust0023	clustered_cis_ohnolog	chr3	4	ZNF660,ZNF35,ZNF502,ZNF501	26	17	0	14	24	9	3	0.5294117647058824	9.108917142857143	ZNF660:links=0,enh=0;ZNF35:links=15,enh=14;ZNF502:links=0,enh=0;ZNF501:links=11,enh=10
clust0024	clustered_cis_ohnolog	chr3	2	ZIC4,ZIC1	0	0	0	0	0	0	0	nan	nan	ZIC4:links=0,enh=0;ZIC1:links=0,enh=0
clust0052	clustered_cis_ohnolog	chr5	3	IRX4,IRX2,IRX1	0	0	0	0	0	0	0	nan	nan	IRX4:links=0,enh=0;IRX2:links=0,enh=0;IRX1:links=0,enh=0
clust0036	clustered_cis_ohnolog	chr6	3	FOXQ1,FOXF2,FOXC1	0	0	0	0	0	0	0	nan	nan	FOXQ1:links=0,enh=0;FOXF2:links=0,enh=0;FOXC1:links=0,enh=0
clust0001	clustered_cis_ohnolog	chr6	2	TFAP2D,TFAP2B	0	0	0	0	0	0	0	nan	nan	TFAP2D:links=0,enh=0;TFAP2B:links=0,enh=0
clust0025	clustered_cis_ohnolog	chr7	2	SP8,SP4	18	18	0	17	17	0	0	0.0	11.409805882352941	SP8:links=0,enh=0;SP4:links=18,enh=17
clust0053	clustered_cis_ohnolog	chr7	2	DLX6,DLX5	0	0	0	0	0	0	0	nan	nan	DLX6:links=0,enh=0;DLX5:links=0,enh=0
clust0054	clustered_cis_ohnolog	chr8	2	NKX3-1,NKX2-6	0	0	0	0	0	0	0	nan	nan	NKX3-1:links=0,enh=0;NKX2-6:links=0,enh=0
clust0028	clustered_cis_ohnolog	chr8	4	ZFP41,AC138696.1,GLI4,ZNF696	54	29	0	19	51	16	9	0.5517241379310345	9.406419484004129	ZFP41:links=18,enh=17;AC138696.1:links=0,enh=0;GLI4:links=16,enh=15;ZNF696:links=20,enh=19
clust0059	clustered_cis_ohnolog	chr9	2	NR5A1,NR6A1	16	16	0	15	15	0	0	0.0	9.079166666666667	NR5A1:links=0,enh=0;NR6A1:links=16,enh=15
