cluster_id	dup_class4	chrom	n_members	members	n_pair_enh_elem	ctcf_mean_pair_enh	ctcf_max_pair_enh	n_pair_prom_elem	ctcf_mean_pair_prom	n_shared_enh	ctcf_mean_shared_enh	n_win_elem	ctcf_mean_window
clust0019	clustered_SSD_tandem	chr19	6	ZNF579,FIZ1,ZNF865,ZNF784,ZNF580,ZNF581	44	10.189143181818183	58.0067	6	1.0854333333333335	25	11.208116	35	9.847697142857143
clust0063	clustered_SSD_tandem	chr19	3	ZSCAN5B,ZSCAN5C,ZSCAN5A	22	15.735704545454546	58.0067	1	1.1865	0	nan	25	9.07066
clust0064	clustered_SSD_tandem	chr19	2	ZSCAN1,ZSCAN18	22	8.879222727272728	42.0028	1	0.8456	0	nan	9	9.376844444444444
clust0020	clustered_SSD_tandem	chr19	2	ZNF497,ZNF837	30	6.1828	42.0028	2	3.2846	19	7.221578947368423	34	4.65275588235294
clust0060	clustered_SSD_tandem	chr2	4	SP110,SP140,SP140L,SP100	43	4.251358139534884	29.9576	4	1.8791250000000002	28	2.951203571428571	38	4.0184184210526315
clust0074	clustered_SSD_tandem	chr21	2	OLIG2,OLIG1	0	nan	nan	0	nan	0	nan	11	2.5853181818181814
clust0065	clustered_SSD_tandem	chr6	2	ZNF165,ZSCAN16	10	4.58995	22.7821	1	1.6466	0	nan	12	3.8024833333333325
clust0066	clustered_SSD_tandem	chr6	3	ZSCAN31,ZSCAN12,ZSCAN23	28	5.683421428571429	29.8678	2	1.8861999999999999	8	6.6072500000000005	15	4.9712733333333325
clust0075	clustered_SSD_tandem	chr7	2	TWIST1,FERD3L	0	nan	nan	0	nan	0	nan	0	nan
clust0026	clustered_SSD_tandem	chr7	2	ZNF107,ZNF138	23	6.471647826086956	17.7336	2	1.3992	13	3.3993769230769235	22	6.072913636363636
clust0037	clustered_SSD_tandem	chr7	2	GTF2IRD1,GTF2I	30	6.522573333333333	35.9406	2	2.24055	2	0.83675	34	7.367979411764706
clust0027	clustered_SSD_tandem	chr7	2	REPIN1,ZNF775	28	7.199832142857142	32.1856	2	2.08025	10	7.74592	31	7.6466
clust0029	clustered_SSD_tandem	chr9	3	DMRT1,DMRT3,DMRT2	0	nan	nan	0	nan	0	nan	8	13.4327125
clust0004	clustered_SSD_tandem	chr9	2	ZBTB6,ZBTB26	33	7.064839393939395	43.3192	2	1.11565	7	7.1824	14	5.2569857142857135
clust0005	clustered_SSD_tandem	chr9	2	ZBTB43,ZBTB34	46	9.595295652173915	42.6865	2	20.49195	7	10.8268	23	10.099295652173913
clust0055	clustered_SSD_tandem	chrX	3	RHOXF2B,RHOXF1,RHOXF2	13	9.784461538461539	19.6471	1	0.8531	0	nan	20	7.73566
clust0002	clustered_cis_ohnolog	chr1	2	ZBTB8B,ZBTB8A	20	8.276495	36.1338	1	3.7652	0	nan	27	7.975466666666667
clust0034	clustered_cis_ohnolog	chr1	2	FOXE3,FOXD2	17	12.764305882352941	41.3851	1	35.1303	0	nan	13	14.080407692307691
clust0030	clustered_cis_ohnolog	chr1	2	ETV3L,ETV3	19	16.22026315789474	37.5981	1	1.3892	0	nan	17	12.245905882352941
clust0039	clustered_cis_ohnolog	chr1	2	PBX1,LMX1A	0	nan	nan	0	nan	0	nan	4	26.302799999999998
clust0040	clustered_cis_ohnolog	chr10	2	TLX1,LBX1	0	nan	nan	0	nan	0	nan	22	18.016663636363635
clust0041	clustered_cis_ohnolog	chr10	2	HMX3,HMX2	21	9.342104761904764	32.2332	2	11.23435	9	12.334022222222222	12	9.196975
clust0031	clustered_cis_ohnolog	chr11	2	ELF5,EHF	0	nan	nan	0	nan	0	nan	13	8.559238461538461
clust0032	clustered_cis_ohnolog	chr11	2	ETS1,FLI1	46	3.7650282608695647	26.1312	2	1.9158	0	nan	57	4.880847368421054
clust0007	clustered_cis_ohnolog	chr12	2	SP7,SP1	21	10.64092857142857	32.5803	1	1.2221	0	nan	38	8.677713157894738
clust0076	clustered_cis_ohnolog	chr12	2	AC023509.3,ATF7	16	12.47214375	35.8988	1	2.4474	0	nan	31	9.856774193548388
clust0071	clustered_cis_ohnolog	chr12	2	MYF6,MYF5	0	nan	nan	0	nan	0	nan	0	nan
clust0069	clustered_cis_ohnolog	chr12	2	TBX5,TBX3	0	nan	nan	0	nan	0	nan	1	16.0565
clust0043	clustered_cis_ohnolog	chr13	3	GSX1,PDX1,CDX2	0	nan	nan	0	nan	0	nan	5	8.08944
clust0008	clustered_cis_ohnolog	chr13	2	KLF5,KLF12	45	4.213466666666666	20.6884	2	5.8198	3	1.3556	42	3.7459642857142863
clust0009	clustered_cis_ohnolog	chr13	2	ZIC5,ZIC2	17	5.561423529411765	29.073	1	1.4884	0	nan	13	6.5027923076923075
clust0044	clustered_cis_ohnolog	chr14	2	NKX2-1,NKX2-8	0	nan	nan	0	nan	0	nan	9	14.777844444444447
clust0045	clustered_cis_ohnolog	chr14	3	SIX6,SIX1,SIX4	40	6.01457	26.9144	2	1.25155	4	2.428375	25	5.711888
clust0077	clustered_cis_ohnolog	chr14	3	FOS,JDP2,BATF	40	7.085325	34.6548	3	4.099466666666667	13	7.8469	45	6.533028888888889
clust0046	clustered_cis_ohnolog	chr16	3	IRX3,IRX5,IRX6	30	5.741743333333334	27.5971	2	7.76835	2	1.13095	33	6.683409090909091
clust0012	clustered_cis_ohnolog	chr16	2	ZNF469,ZFPM1	25	10.127772	46.2688	1	1.7225	0	nan	26	8.834703846153847
clust0057	clustered_cis_ohnolog	chr17	2	THRA,NR1D1	31	11.10424193548387	38.3904	2	6.4615	17	11.053970588235293	37	9.155832432432431
clust0067	clustered_cis_ohnolog	chr17	3	STAT5B,STAT5A,STAT3	40	9.816352499999999	38.6674	3	1.7763	19	12.939531578947369	54	7.872061111111111
clust0013	clustered_cis_ohnolog	chr17	2	SP6,SP2	24	9.343525	31.9855	1	2.8145	0	nan	38	11.477465789473685
clust0047	clustered_cis_ohnolog	chr17	2	DLX4,DLX3	39	18.06074102564102	42.3547	2	0.66925	8	25.8269625	13	19.384346153846153
clust0070	clustered_cis_ohnolog	chr17	2	TBX2,TBX4	0	nan	nan	0	nan	0	nan	10	15.537750000000003
clust0056	clustered_cis_ohnolog	chr19	2	MEF2B,BORCS8-MEF2B	19	14.411999999999999	49.1697	1	8.7048	0	nan	21	12.542228571428572
clust0017	clustered_cis_ohnolog	chr19	3	ZNF536,TSHZ3,ZNF507	26	8.353176923076923	24.3361	2	1.4689999999999999	2	1.5966	27	10.034874074074075
clust0078	clustered_cis_ohnolog	chr19	2	CEBPA,CEBPG	30	11.768239999999999	29.3527	2	25.1077	7	18.747214285714286	16	14.02690625
clust0048	clustered_cis_ohnolog	chr19	2	TPRX1,CRX	0	nan	nan	0	nan	0	nan	20	15.319645
clust0049	clustered_cis_ohnolog	chr2	2	SIX3,SIX2	0	nan	nan	0	nan	0	nan	3	9.944600000000001
clust0050	clustered_cis_ohnolog	chr2	2	DLX1,DLX2	35	6.991094285714286	28.0147	2	6.7019	7	7.263257142857142	26	5.039084615384616
clust0068	clustered_cis_ohnolog	chr2	2	STAT1,STAT4	32	5.826634375	28.0865	2	1.7164000000000001	12	6.982541666666666	44	5.880956818181819
clust0051	clustered_cis_ohnolog	chr20	2	NKX2-4,NKX2-2	0	nan	nan	0	nan	0	nan	20	8.206905
clust0021	clustered_cis_ohnolog	chr20	4	SALL4,ZFP64,TSHZ2,ZNF217	44	6.4819318181818195	27.0578	2	18.2999	0	nan	54	6.648227777777777
clust0033	clustered_cis_ohnolog	chr21	2	ERG,ETS2	39	4.80878717948718	30.2186	2	5.8133	9	6.235811111111111	40	4.8676125
clust0022	clustered_cis_ohnolog	chr22	2	ZNF280B,ZNF280A	18	14.349188888888891	29.8834	1	29.1436	0	nan	14	16.733407142857143
clust0058	clustered_cis_ohnolog	chr3	3	NR1D2,THRB,RARB	12	6.953883333333334	38.3931	1	4.3373	0	nan	21	8.306619047619048
clust0023	clustered_cis_ohnolog	chr3	4	ZNF660,ZNF35,ZNF502,ZNF501	20	6.0071400000000015	27.321	1	0.556	0	nan	12	6.524816666666667
clust0024	clustered_cis_ohnolog	chr3	2	ZIC4,ZIC1	0	nan	nan	0	nan	0	nan	0	nan
clust0052	clustered_cis_ohnolog	chr5	3	IRX4,IRX2,IRX1	0	nan	nan	0	nan	0	nan	28	5.199517857142858
clust0036	clustered_cis_ohnolog	chr6	3	FOXQ1,FOXF2,FOXC1	0	nan	nan	0	nan	0	nan	8	12.1533875
clust0001	clustered_cis_ohnolog	chr6	2	TFAP2D,TFAP2B	0	nan	nan	0	nan	0	nan	0	nan
clust0025	clustered_cis_ohnolog	chr7	2	SP8,SP4	14	9.378164285714288	38.2645	1	3.0553	0	nan	10	8.21036
clust0053	clustered_cis_ohnolog	chr7	2	DLX6,DLX5	0	nan	nan	0	nan	0	nan	6	7.3806
clust0054	clustered_cis_ohnolog	chr8	2	NKX3-1,NKX2-6	28	8.090378571428571	34.296	2	5.67935	13	9.568876923076925	18	5.716427777777778
clust0028	clustered_cis_ohnolog	chr8	4	ZFP41,AC138696.1,GLI4,ZNF696	47	10.27612340425532	41.6996	3	1.3333666666666666	22	10.123809090909091	34	8.191911764705882
clust0059	clustered_cis_ohnolog	chr9	2	NR5A1,NR6A1	26	9.309096153846154	34.5682	1	16.1494	0	nan	42	9.601219047619047
