cluster_id	dup_class4	chrom	n_members	members	elem_win	elem_body	elem_flank	elem_per_kb_window	elem_per_kb_body	elem_per_kb_flank	obs_exp_window
clust0034	clustered_cis_ohnolog	chr1	2	FOXE3,FOXD2	13	6	7	0.05793071486502143	0.24584118659346063	0.035	1.851926952518192
clust0030	clustered_cis_ohnolog	chr1	2	ETV3L,ETV3	17	4	13	0.06898482739590392	0.08614933988068317	0.065	2.2053044135042814
clust0039	clustered_cis_ohnolog	chr1	2	PBX1,LMX1A	4	0	4	0.003995481110863613	0.0	0.02	0.12772739253651733
clust0040	clustered_cis_ohnolog	chr10	2	TLX1,LBX1	22	4	18	0.0737851443673427	0.04074855087965935	0.09	2.358760769096497
clust0041	clustered_cis_ohnolog	chr10	2	HMX3,HMX2	12	3	9	0.05589142159830835	0.20405387022173854	0.045	1.7867349007108848
clust0031	clustered_cis_ohnolog	chr11	2	ELF5,EHF	13	3	10	0.033810406843226344	0.01626042699881299	0.05	1.0808498368174457
clust0032	clustered_cis_ohnolog	chr11	2	ETS1,FLI1	57	44	13	0.10279419880037367	0.12411637602748614	0.065	3.286121149453811
clust0007	clustered_cis_ohnolog	chr12	2	SP7,SP1	38	11	27	0.13109279645083505	0.12239765886659769	0.135	4.190769673634215
clust0076	clustered_cis_ohnolog	chr12	2	AC023509.3,ATF7	31	11	20	0.09696014312568224	0.09188182326948939	0.1	3.0996182731881436
clust0071	clustered_cis_ohnolog	chr12	2	MYF6,MYF5	0	0	0	0.0	0.0	0.0	0.0
clust0069	clustered_cis_ohnolog	chr12	2	TBX5,TBX3	1	1	0	0.0018858530845013049	0.0030278807257224523	0.0	0.0602868817313056
clust0043	clustered_cis_ohnolog	chr13	3	GSX1,PDX1,CDX2	5	1	4	0.01326851222826087	0.005655085052479189	0.02	0.42416730869948727
clust0008	clustered_cis_ohnolog	chr13	2	KLF5,KLF12	42	39	3	0.032827169641433514	0.03613024676032121	0.015	1.0494177462768515
clust0009	clustered_cis_ohnolog	chr13	2	ZIC5,ZIC2	13	5	8	0.05808731864468881	0.21007520692407883	0.04	1.8569332563607734
clust0044	clustered_cis_ohnolog	chr14	2	NKX2-1,NKX2-8	9	2	7	0.033806372125519304	0.03020144362900547	0.035	1.0807208551108523
clust0045	clustered_cis_ohnolog	chr14	3	SIX6,SIX1,SIX4	25	17	8	0.06021122096313869	0.07899444715503821	0.04	1.924830087208068
clust0077	clustered_cis_ohnolog	chr14	3	FOS,JDP2,BATF	45	29	16	0.09611954708469414	0.10814156850022562	0.08	3.072746130006187
clust0046	clustered_cis_ohnolog	chr16	3	IRX3,IRX5,IRX6	33	23	10	0.026453923678025286	0.021958046764911424	0.05	0.8456780547822106
clust0012	clustered_cis_ohnolog	chr16	2	ZNF469,ZFPM1	26	15	11	0.07343139248514427	0.09735707980684355	0.055	2.347452041995964
clust0057	clustered_cis_ohnolog	chr17	2	THRA,NR1D1	37	10	27	0.15270389064750575	0.23641220832643797	0.135	4.881632334477873
clust0067	clustered_cis_ohnolog	chr17	3	STAT5B,STAT5A,STAT3	54	19	35	0.1386777334922135	0.10032102728731943	0.175	4.433244660742716
clust0013	clustered_cis_ohnolog	chr17	2	SP6,SP2	38	8	30	0.13377973518653472	0.09518257207105378	0.15	4.276665631866415
clust0047	clustered_cis_ohnolog	chr17	2	DLX4,DLX3	13	2	11	0.05736070174200039	0.07508634930169696	0.055	1.83370479406095
clust0070	clustered_cis_ohnolog	chr17	2	TBX2,TBX4	10	7	3	0.035054878412154225	0.08209506608652821	0.015	1.120633057955145
clust0056	clustered_cis_ohnolog	chr19	2	MEF2B,BORCS8-MEF2B	21	6	15	0.08516125892672481	0.12878023652636775	0.075	2.722431979033094
clust0017	clustered_cis_ohnolog	chr19	3	ZNF536,TSHZ3,ZNF507	27	23	4	0.011427236437140043	0.010634480870880758	0.02	0.36530547223603255
clust0078	clustered_cis_ohnolog	chr19	2	CEBPA,CEBPG	16	5	11	0.05658669081032141	0.06042150038669761	0.055	1.8089612411933587
clust0048	clustered_cis_ohnolog	chr19	2	TPRX1,CRX	20	1	19	0.08261117398739352	0.02375409758183287	0.095	2.640910957907048
clust0049	clustered_cis_ohnolog	chr2	2	SIX3,SIX2	3	1	2	0.011204481792717087	0.014760147601476014	0.01	0.35818445999293036
clust0050	clustered_cis_ohnolog	chr2	2	DLX1,DLX2	26	7	19	0.11917858452511917	0.3854625550660793	0.095	3.809896586971007
clust0068	clustered_cis_ohnolog	chr2	2	STAT1,STAT4	44	26	18	0.09929231658001154	0.10693603579889445	0.09	3.174173108012523
clust0051	clustered_cis_ohnolog	chr20	2	NKX2-4,NKX2-2	20	5	15	0.06275513886143351	0.04212335402994128	0.075	2.006153960594105
clust0021	clustered_cis_ohnolog	chr20	4	SALL4,ZFP64,TSHZ2,ZNF217	54	30	24	0.02663278713103726	0.016415186016887944	0.12	0.8513959550398742
clust0033	clustered_cis_ohnolog	chr21	2	ERG,ETS2	40	28	12	0.062022427309715196	0.06293153049482163	0.06	1.9827306647792644
clust0022	clustered_cis_ohnolog	chr22	2	ZNF280B,ZNF280A	14	1	13	0.05936001424640342	0.027894780886496138	0.065	1.8976187423358442
clust0058	clustered_cis_ohnolog	chr3	3	NR1D2,THRB,RARB	21	7	14	0.011335139038974526	0.004235631829199962	0.07	0.3623613060140738
clust0023	clustered_cis_ohnolog	chr3	4	ZNF660,ZNF35,ZNF502,ZNF501	12	4	8	0.03343922420999833	0.025179403248143016	0.04	1.0689838841119892
clust0024	clustered_cis_ohnolog	chr3	2	ZIC4,ZIC1	0	0	0	0.0	0.0	0.0	0.0
clust0052	clustered_cis_ohnolog	chr5	3	IRX4,IRX2,IRX1	28	17	11	0.01455309019277647	0.009860846060591998	0.055	0.4652326496095785
clust0036	clustered_cis_ohnolog	chr6	3	FOXQ1,FOXF2,FOXC1	8	7	1	0.015942638387083274	0.02319424517642537	0.005	0.5096536749474436
clust0001	clustered_cis_ohnolog	chr6	2	TFAP2D,TFAP2B	0	0	0	0.0	0.0	0.0	0.0
clust0025	clustered_cis_ohnolog	chr7	2	SP8,SP4	10	9	1	0.010723366107514613	0.012285968195723664	0.005	0.34280417154350024
clust0053	clustered_cis_ohnolog	chr7	2	DLX6,DLX5	6	0	6	0.027347684790585105	0.0	0.03	0.8742497770079546
clust0054	clustered_cis_ohnolog	chr8	2	NKX3-1,NKX2-6	18	5	13	0.07892694434334975	0.17819594426030863	0.065	2.523133640762446
clust0028	clustered_cis_ohnolog	chr8	4	ZFP41,AC138696.1,GLI4,ZNF696	34	8	26	0.134317803824897	0.15057122960230374	0.13	4.293866590218295
clust0059	clustered_cis_ohnolog	chr9	2	NR5A1,NR6A1	42	21	21	0.08570116818854258	0.07239507024045506	0.105	2.739691778367596
